gene1,gene2
7081,8880
7081,2821
7081,4783
7081,1464
7081,5851
7081,9106
7081,8849
7081,6312
7081,4319
7081,4155
7081,2491
7081,71
7081,7928
7081,6963
7081,6187
7081,8933
7081,2856
7081,2675
7081,14343
7081,10579
7081,4168
7081,7424
7081,8070
7081,15054
7081,2195
7081,5160
7081,13818
7081,3081
7081,8525
7081,6682
7081,17211
7081,2476
7081,13586
7081,12049
7081,4881
7081,7960
7081,4921
7081,1954
7081,13690
7081,2946
7081,4548
7081,13090
7081,11934
7081,8159
7081,1301
7081,3216
7081,12546
7081,13564
6624,11773
6624,7197
6624,8378
6624,6736
6624,1577
6624,2373
6624,6312
6624,2491
6624,7928
6624,6963
6624,13818
6624,13586
6624,9100
6624,11934
1685,13818
1179,716
1179,2606
1179,8425
1179,1577
1179,7133
1179,2637
1179,13818
1179,5477
1179,2715
1179,8873
1179,14447
1179,2843
1179,14098
1179,14443
1179,7853
3829,16609
3829,6980
5808,13818
5808,5477
5808,8873
5808,17580
5808,1573
5808,3201
5808,2865
5808,3789
5808,15741
6144,1025
6144,7286
6144,8471
6144,11881
6144,9184
6144,6505
6144,7492
6144,3152
6144,13818
6144,13278
6144,1598
6144,7904
6144,7642
6144,3292
6144,12240
6144,15739
6144,243
6144,13690
6144,14238
6144,14552
4732,974
4732,4602
4732,17091
4732,2232
4732,8727
4732,4961
4732,6452
4732,4958
4732,8689
4732,5851
4732,11420
4732,6918
4732,4057
4732,14511
4732,7016
4732,3044
4732,34
4732,13818
4732,5947
4732,2655
4732,2151
4732,14707
4732,2715
4732,1462
4732,17505
4732,14741
4732,3336
4732,78
4732,16534
4732,6287
4732,10765
4732,11932
4732,6044
4732,898
4732,11272
4732,1126
4732,243
4732,1954
4732,2946
4732,15869
4732,17553
4732,14552
4732,1277
4732,12689
3786,8914
3786,10125
3786,13772
3786,5768
3786,8559
3786,149
3786,2516
3786,4961
3786,2397
3786,5851
3786,2637
3786,7168
3786,8830
3786,13588
3786,5711
3786,13818
3786,8685
3786,6104
3786,6314
3786,16875
3786,15376
3786,2642
3786,4935
3786,16534
3786,3328
3786,1126
3786,3210
3786,3744
3786,13068
3786,9742
3786,2432
3786,17553
3786,11789
3786,17276
8405,5565
8405,14460
8405,4754
7307,3911
7307,6187
7307,14460
7307,4754
7307,3201
5120,5561
5120,4634
5120,3852
5120,83
5120,5265
5120,11143
5120,4772
5120,4183
5120,1795
5120,17409
5120,14313
5120,5239
5120,3090
5120,10369
2541,5561
2541,17385
2541,6999
2541,5637
2541,8005
2541,1577
2541,5522
2541,14260
2541,7133
2541,10368
2541,13037
2541,4133
2541,7395
2541,4298
2541,2771
2541,624
2541,8830
2541,6187
2541,8070
2541,13588
2541,3647
2541,1402
2541,7681
2541,13818
2541,7324
2541,14412
2541,3536
2541,2715
2541,3406
2541,11268
2541,6642
2541,6314
2541,15542
2541,4935
2541,6503
2541,8491
2541,3336
2541,8873
2541,5837
2541,4652
2541,2946
2541,1534
2541,2673
2541,17553
2541,14357
2541,8741
2541,7157
2541,8345
4697,2720
4697,5561
4697,5403
4697,665
4697,1066
4697,5820
4697,3257
4697,7004
4697,4338
4697,8758
4697,3644
4697,1087
4697,13818
4697,17079
4697,4538
4697,11181
4697,2843
4697,13549
4697,11215
4697,6281
4697,14408
4697,6276
11428,16125
11428,1943
11428,8955
11428,17508
11428,17176
974,5561
974,2656
974,4958
974,1732
974,12903
974,13818
974,2151
974,5477
974,6287
974,14929
974,3158
974,10090
974,8020
974,7853
5987,5755
5987,16026
5987,8832
5987,7782
5987,2469
5987,9558
5987,6564
5987,1484
5987,8513
5987,13818
5987,3701
5987,3081
5987,12237
5987,951
5987,2811
5987,14098
5987,14032
5987,17495
845,5744
845,2656
845,7695
845,5410
845,1018
845,14199
845,518
845,7417
845,5637
845,6626
845,7044
845,1191
845,4958
845,6735
845,883
845,3481
845,2637
845,2662
845,7606
845,8014
845,13818
845,2151
845,7324
845,7164
845,8491
845,16534
845,6044
845,1126
845,9858
845,11158
845,10943
845,8678
1808,8832
1808,13818
1808,2777
1808,8350
1808,1954
1808,9911
1808,16924
5591,8916
5591,7067
5591,14107
5591,4104
5591,13175
5591,7679
5591,13818
5591,7859
5591,2517
5591,10610
5591,13329
5591,17750
862,7499
862,283
862,13818
6812,2952
6812,406
6812,4307
6812,2720
6812,6651
6812,6586
6812,2502
6812,16181
6812,7197
6812,4451
6812,2656
6812,6999
6812,2696
6812,11157
6812,1672
6812,8378
6812,15929
6812,9083
6812,3888
6812,7557
6812,3642
6812,6019
6812,2609
6812,5016
6812,8860
6812,1018
6812,2933
6812,5286
6812,6119
6812,1969
6812,5817
6812,5360
6812,4565
6812,1577
6812,2246
6812,16759
6812,2045
6812,6798
6812,12731
6812,4477
6812,14274
6812,8737
6812,7118
6812,10
6812,403
6812,1852
6812,12855
6812,625
6812,7693
6812,12906
6812,3895
6812,8714
6812,5753
6812,16579
6812,8758
6812,2856
6812,5706
6812,6141
6812,4885
6812,7449
6812,1202
6812,3468
6812,8201
6812,8070
6812,11296
6812,1785
6812,9654
6812,8723
6812,9251
6812,7802
6812,4809
6812,8014
6812,6100
6812,3135
6812,2169
6812,3920
6812,10759
6812,6734
6812,5902
6812,17818
6812,2082
6812,4381
6812,1310
6812,6445
6812,9045
6812,2547
6812,3661
6812,4324
6812,17118
6812,8685
6812,4839
6812,7454
6812,15706
6812,5674
6812,6120
6812,9140
6812,1920
6812,14707
6812,1462
6812,421
6812,2759
6812,1015
6812,14016
6812,8630
6812,12583
6812,2882
6812,1465
6812,8372
6812,6503
6812,10183
6812,1647
6812,6032
6812,15426
6812,8442
6812,11825
6812,17284
6812,11058
6812,5175
6812,15942
6812,13696
6812,3768
6812,11084
6812,7312
6812,5004
6812,6818
6812,6537
6812,17501
6812,911
6812,10193
6812,16886
6812,2027
6812,7167
6812,2360
6812,14779
6812,6405
6812,14508
6812,10428
6812,3326
6812,2152
6812,13032
6812,13232
6812,12081
6812,4892
6812,11923
6812,16527
6812,7084
6812,17670
6812,12174
6812,10244
6812,16156
6812,9202
6812,1200
6812,17230
6812,13704
6812,2332
6812,2738
6812,16657
6812,14485
6812,3942
6812,7157
6812,919
6812,3414
6812,14576
6812,16480
6812,6493
6812,11732
6812,8794
7062,7358
7062,4778
7062,4382
7062,2696
7062,112
7062,7226
7062,3642
7062,2609
7062,8860
7062,5817
7062,912
7062,7133
7062,6546
7062,2927
7062,1007
7062,3075
7062,14274
7062,4305
7062,90
7062,14397
7062,4319
7062,7693
7062,2856
7062,5669
7062,13175
7062,12814
7062,17401
7062,1630
7062,7530
7062,6564
7062,15414
7062,15504
7062,4373
7062,283
7062,9251
7062,5907
7062,8014
7062,5902
7062,5848
7062,2547
7062,3661
7062,13818
7062,9049
7062,1440
7062,6120
7062,9399
7062,14707
7062,476
7062,2715
7062,3406
7062,1462
7062,2762
7062,790
7062,2882
7062,4440
7062,11058
7062,1373
7062,6044
7062,11272
7062,5004
7062,14098
7062,11141
7062,7864
7062,16503
7062,14390
7062,14357
7062,16847
7062,15044
7062,9202
7062,3190
7062,7434
7062,9287
7062,7157
7062,5036
6675,7358
6675,2952
6675,12409
6675,2720
6675,5866
6675,2017
6675,7769
6675,2765
6675,2177
6675,5561
6675,8443
6675,6651
6675,7556
6675,3370
6675,8254
6675,192
6675,8351
6675,618
6675,8235
6675,2271
6675,2502
6675,5217
6675,1094
6675,12504
6675,2656
6675,7377
6675,6999
6675,17019
6675,2696
6675,8637
6675,3238
6675,9717
6675,13520
6675,2986
6675,112
6675,1213
6675,8378
6675,2355
6675,8231
6675,6175
6675,15703
6675,5515
6675,6390
6675,7437
6675,9083
6675,3642
6675,3012
6675,6019
6675,4569
6675,7625
6675,763
6675,3928
6675,6736
6675,5040
6675,5265
6675,8860
6675,15437
6675,7499
6675,7511
6675,6
6675,106
6675,6858
6675,7417
6675,10080
6675,1629
6675,1738
6675,11793
6675,5637
6675,13382
6675,3617
6675,3544
6675,8649
6675,5622
6675,2873
6675,5360
6675,8509
6675,3755
6675,4328
6675,8937
6675,7734
6675,9427
6675,3545
6675,9813
6675,240
6675,1353
6675,2081
6675,7419
6675,2825
6675,2483
6675,4017
6675,3470
6675,353
6675,14363
6675,4958
6675,7133
6675,4995
6675,13210
6675,7492
6675,2045
6675,3481
6675,4101
6675,2934
6675,1387
6675,5829
6675,6697
6675,9881
6675,12731
6675,11467
6675,333
6675,4580
6675,6277
6675,8247
6675,5307
6675,6088
6675,5583
6675,2459
6675,15
6675,6312
6675,2927
6675,3075
6675,15594
6675,4041
6675,90
6675,1254
6675,4298
6675,14397
6675,11064
6675,4319
6675,5733
6675,7255
6675,4155
6675,12855
6675,2637
6675,4338
6675,2521
6675,5161
6675,7693
6675,2721
6675,7096
6675,12906
6675,15787
6675,3895
6675,9992
6675,4081
6675,71
6675,7008
6675,322
6675,8714
6675,6573
6675,6805
6675,16960
6675,7177
6675,16579
6675,13971
6675,8736
6675,70
6675,2856
6675,12333
6675,5151
6675,8827
6675,9648
6675,4885
6675,7846
6675,1221
6675,9030
6675,2262
6675,5669
6675,13175
6675,12814
6675,11195
6675,17401
6675,4044
6675,7530
6675,17770
6675,14392
6675,11159
6675,12147
6675,6564
6675,8524
6675,2354
6675,9457
6675,7836
6675,13822
6675,14243
6675,16365
6675,8295
6675,5260
6675,1219
6675,5358
6675,283
6675,8070
6675,5667
6675,2780
6675,236
6675,11187
6675,5426
6675,1186
6675,16911
6675,8723
6675,8014
6675,6100
6675,3135
6675,12672
6675,7123
6675,11172
6675,17166
6675,3321
6675,14500
6675,6761
6675,3525
6675,10759
6675,8433
6675,5902
6675,6353
6675,4381
6675,5848
6675,1310
6675,6445
6675,2547
6675,1799
6675,1156
6675,13818
6675,5947
6675,2151
6675,8525
6675,6104
6675,4306
6675,16610
6675,7324
6675,3004
6675,5674
6675,4504
6675,9250
6675,6127
6675,6120
6675,5783
6675,9447
6675,8466
6675,14707
6675,5495
6675,3104
6675,14042
6675,2715
6675,3406
6675,1462
6675,1523
6675,16291
6675,8081
6675,4478
6675,10471
6675,12901
6675,8864
6675,2759
6675,2381
6675,16329
6675,12581
6675,11204
6675,1904
6675,2098
6675,2882
6675,1144
6675,10183
6675,7238
6675,7904
6675,8874
6675,14007
6675,2442
6675,11040
6675,7314
6675,15426
6675,2785
6675,17782
6675,11586
6675,17409
6675,14813
6675,12438
6675,17291
6675,118
6675,4696
6675,17284
6675,12330
6675,8873
6675,11058
6675,5175
6675,15942
6675,5989
6675,15900
6675,11770
6675,11988
6675,8902
6675,9239
6675,3768
6675,1373
6675,4897
6675,6044
6675,10370
6675,11084
6675,8262
6675,4881
6675,11272
6675,9171
6675,16242
6675,9495
6675,5004
6675,6537
6675,6788
6675,911
6675,15431
6675,1425
6675,15695
6675,14098
6675,2394
6675,8734
6675,7192
6675,7167
6675,16124
6675,1415
6675,13158
6675,16595
6675,14508
6675,15105
6675,4895
6675,14304
6675,11308
6675,8763
6675,13032
6675,15587
6675,15353
6675,13890
6675,12081
6675,16170
6675,17553
6675,6339
6675,14357
6675,15742
6675,10420
6675,16617
6675,10826
6675,5776
6675,6180
6675,15880
6675,14552
6675,9980
6675,3190
6675,9994
6675,17230
6675,7434
6675,693
6675,12546
6675,12939
6675,11756
6675,9287
6675,7157
6675,15609
6675,3414
6675,10090
6675,12929
6675,17210
6675,16425
6675,17693
6675,3246
6675,16591
6675,13275
6675,17568
6675,12242
6675,5036
7358,1993
7358,6941
7358,7556
7358,8019
7358,15077
7358,2696
7358,7462
7358,7557
7358,106
7358,3544
7358,5817
7358,2873
7358,8157
7358,2483
7358,4958
7358,2045
7358,9881
7358,15
7358,6312
7358,2927
7358,1007
7358,8737
7358,13971
7358,5706
7358,3572
7358,6865
7358,236
7358,8982
7358,9251
7358,4077
7358,14911
7358,5848
7358,13818
7358,5947
7358,3004
7358,5536
7358,549
7358,14707
7358,8081
7358,16437
7358,12239
7358,7904
7358,8874
7358,1680
7358,7314
7358,3543
7358,15802
7358,7312
7358,3634
7358,7943
7358,2975
7358,15965
7358,7167
7358,7114
7358,3326
7358,14304
7358,11308
7358,3295
7358,7211
7358,16156
7358,2332
7358,14485
7358,3414
7358,14576
7358,14336
7358,16344
7358,12242
2952,4232
2952,2017
2952,7776
2952,2473
2952,2052
2952,2245
2952,15077
2952,8471
2952,2656
2952,6999
2952,2696
2952,8637
2952,7186
2952,2629
2952,15929
2952,6175
2952,651
2952,3642
2952,763
2952,5016
2952,446
2952,1738
2952,5637
2952,13382
2952,2873
2952,5360
2952,7436
2952,15589
2952,2081
2952,7419
2952,3200
2952,353
2952,11350
2952,4958
2952,6735
2952,3734
2952,4101
2952,7253
2952,12731
2952,8274
2952,2844
2952,3537
2952,1732
2952,4477
2952,6312
2952,2927
2952,2625
2952,4305
2952,90
2952,4319
2952,4893
2952,511
2952,12404
2952,9992
2952,322
2952,8714
2952,5753
2952,13971
2952,8736
2952,6972
2952,4157
2952,4803
2952,5405
2952,7449
2952,298
2952,10579
2952,17662
2952,5831
2952,16911
2952,4077
2952,4282
2952,5902
2952,6272
2952,7411
2952,5343
2952,15824
2952,5711
2952,13818
2952,5947
2952,8685
2952,7454
2952,15706
2952,549
2952,6120
2952,14707
2952,5656
2952,16291
2952,8081
2952,15341
2952,2346
2952,12159
2952,3465
2952,2759
2952,12581
2952,5457
2952,11024
2952,14016
2952,5060
2952,10745
2952,807
2952,8491
2952,10183
2952,16265
2952,3499
2952,4564
2952,891
2952,17291
2952,118
2952,17284
2952,8873
2952,9239
2952,3768
2952,1373
2952,11084
2952,2965
2952,898
2952,6528
2952,1126
2952,1017
2952,911
2952,7696
2952,4921
2952,7167
2952,16124
2952,1954
2952,1741
2952,970
2952,14508
2952,15105
2952,14304
2952,8267
2952,11892
2952,13890
2952,12081
2952,16499
2952,6339
2952,11923
2952,17670
2952,3091
2952,15742
2952,10442
2952,5124
2952,10397
2952,9525
2952,14485
2952,14591
2952,17330
2952,7157
2952,11732
2952,7853
2952,12242
2952,5036
2485,7556
2485,2502
2485,5040
2485,2873
2485,6546
2485,1732
2485,283
2485,13818
2485,14707
2485,17284
2485,4440
2485,7157
1993,2512
1993,4778
1993,12409
1993,7366
1993,6474
1993,2787
1993,2174
1993,416
1993,6222
1993,17003
1993,15077
1993,1094
1993,8471
1993,6999
1993,4272
1993,7695
1993,651
1993,2609
1993,6736
1993,106
1993,6858
1993,1738
1993,5637
1993,2873
1993,5360
1993,8157
1993,4017
1993,4958
1993,2064
1993,10368
1993,5176
1993,3537
1993,2927
1993,4305
1993,3257
1993,5733
1993,7255
1993,2637
1993,4338
1993,6479
1993,13971
1993,8392
1993,12333
1993,3218
1993,2791
1993,341
1993,12407
1993,2868
1993,8070
1993,8513
1993,5408
1993,3321
1993,1402
1993,10759
1993,3661
1993,2691
1993,13818
1993,10945
1993,2151
1993,8525
1993,1754
1993,6120
1993,11683
1993,2759
1993,13373
1993,15542
1993,1436
1993,10745
1993,6840
1993,6503
1993,1647
1993,3336
1993,8873
1993,11749
1993,6928
1993,2965
1993,9171
1993,6670
1993,11299
1993,15965
1993,8734
1993,7167
1993,1452
1993,17305
1993,14304
1993,11308
1993,2946
1993,14408
1993,620
1993,8267
1993,15587
1993,3091
1993,8903
1993,16333
1993,13265
1993,10397
1993,12546
1993,17243
1993,12242
17835,3909
17835,2052
17835,12504
17835,2656
17835,11333
17835,2653
17835,1672
17835,7292
17835,1629
17835,14963
17835,2873
17835,10699
17835,5522
17835,5660
17835,160
17835,13422
17835,7133
17835,6312
17835,13153
17835,16960
17835,7449
17835,298
17835,7745
17835,236
17835,1785
17835,4818
17835,11187
17835,9654
17835,9666
17835,5426
17835,3514
17835,6660
17835,16509
17835,4381
17835,13818
17835,6127
17835,2311
17835,413
17835,5413
17835,2715
17835,5069
17835,16291
17835,2833
17835,6728
17835,2098
17835,10183
17835,14588
17835,12896
17835,17284
17835,8873
17835,5285
17835,9239
17835,1608
17835,3768
17835,9495
17835,15431
17835,12915
17835,1954
17835,10448
17835,14304
17835,1664
17835,8925
17835,15587
17835,10250
17835,3430
17835,12081
17835,14357
17835,17670
17835,1063
17835,1499
17835,12642
17835,12204
17835,15162
17835,11849
17835,11538
17835,17340
17835,14595
17835,15187
17835,16403
17835,11452
17835,9935
17835,12889
17835,3413
2512,4778
2512,12409
2512,7366
2512,4193
2512,2052
2512,6586
2512,338
2512,8839
2512,416
2512,15077
2512,2502
2512,1094
2512,8471
2512,2656
2512,6336
2512,4115
2512,7293
2512,4272
2512,11881
2512,5125
2512,3602
2512,3931
2512,651
2512,106
2512,6858
2512,446
2512,2898
2512,443
2512,2873
2512,3699
2512,8842
2512,16599
2512,8157
2512,2081
2512,7419
2512,4017
2512,2064
2512,7133
2512,10368
2512,7393
2512,13515
2512,12731
2512,11467
2512,333
2512,2844
2512,2927
2512,6410
2512,4081
2512,7541
2512,6573
2512,210
2512,13971
2512,15061
2512,3916
2512,16586
2512,1658
2512,6141
2512,3218
2512,8703
2512,12407
2512,6912
2512,2868
2512,8513
2512,8982
2512,16911
2512,3135
2512,9016
2512,3321
2512,13588
2512,3647
2512,10759
2512,3661
2512,13818
2512,5947
2512,7454
2512,8525
2512,3004
2512,5595
2512,9399
2512,5783
2512,433
2512,3067
2512,11683
2512,6663
2512,2909
2512,2759
2512,6784
2512,2223
2512,11204
2512,13373
2512,4787
2512,10745
2512,6087
