gene1,gene2
9441,11770
4008,5493
9176,3464
9719,5637
3920,15975
3819,1672
14458,11333
5186,514
5072,3208
12478,14357
14919,2151
12905,6626
1347,14552
5722,5493
7698,5031
10795,1209
11215,9030
6237,11704
15062,7154
4903,1741
11318,7084
72,11704
17342,14357
9535,14043
12539,514
12790,514
8635,11736
9905,14911
11527,14911
7553,11165
11659,16148
2516,16365
15647,4995
14540,4328
1795,8525
17824,11594
3304,17269
9554,4958
13836,4210
6133,4328
13951,3932
9123,8481
1755,6626
2987,6812
12811,8390
16740,8727
7553,514
15604,11789
15167,9587
10435,17777
15890,9392
10172,16534
13436,5343
8252,5477
11932,15004
11255,5626
13514,7372
1933,17553
10060,4899
15463,3336
16890,5016
8126,17549
14780,6999
8229,8873
14408,3030
4676,12520
11382,14552
14979,2875
14816,16683
11721,207
9045,14552
14659,8481
6000,7025
8582,1538
2752,8632
9920,16911
2059,10879
14432,3038
13494,1462
2662,6994
4263,4958
11916,7905
9067,14716
14811,15824
9164,3201
1310,11704
9984,14357
15404,17062
16788,5016
11556,10579
14443,14135
17601,514
8288,12404
1539,13121
4057,13631
7137,17494
862,8359
2542,8359
9359,17494
2829,14552
983,5283
5792,15623
12608,12404
11024,3038
10963,17777
15462,6626
4042,5768
44,12546
13955,13646
5123,3734
11893,11875
9765,106
7760,11932
16128,9587
11840,3488
2,3336
7556,10567
13283,12078
8495,1538
6151,7419
17315,7419
15395,2856
10251,3970
16223,11789
3344,16029
17824,6999
17576,3336
5448,7905
7509,14098
2018,17311
15375,2715
7022,9813
7002,7133
15133,2081
4157,3201
662,10879
16935,11789
11342,10356
4217,8947
11157,3488
17045,17311
4897,13554
2111,10504
12894,16911
1937,8457
11983,1741
15890,1538
11149,2656
9165,3734
3705,12078
11296,12078
17566,4955
9520,17494
2919,8359
3797,3238
5011,16579
7943,17062
5958,9641
149,9641
11180,10879
5908,3514
7515,5441
15682,3514
5115,514
5096,6044
6382,5561
15232,5547
16801,6626
16314,6812
9067,3201
9936,16911
11471,3734
1801,3734
3784,9587
11916,3464
5651,16029
6491,3653
13326,1684
2487,4022
13404,4921
12703,14707
10404,5768
6535,14173
17257,5432
9984,15934
5315,514
14606,1353
10542,17494
4232,16757
14003,489
1038,17777
17548,16029
12196,12504
11981,8481
12543,5645
217,8466
17431,2715
16774,16911
1437,2491
7330,2844
12297,1741
7269,1538
15007,1732
11000,17243
796,3812
12574,1301
6505,12520
14370,12078
14755,12078
15653,2820
13306,266
4440,15997
7968,2081
17591,2720
12794,7419
5954,1538
14311,13626
16490,8359
11167,1738
1639,12078
9653,3238
8992,2637
15607,6336
7815,625
4529,9184
8860,13427
6319,9641
12116,514
448,1054
5952,15952
5384,4610
8920,7324
7305,9392
3915,9392
5679,5441
284,14911
14485,8005
9054,8481
14645,6626
11079,8481
17690,10879
10262,8481
5778,11834
16061,7905
13004,15329
2554,15329
12230,12078
17409,15841
17089,14173
17680,14707
3407,5626
7435,1741
8948,1741
2222,12816
10691,625
3772,1538
6170,9049
2986,9587
13822,506
8735,12078
7064,5493
2975,489
11618,11272
4068,14173
12209,2720
10556,11186
10361,5493
16356,4319
4033,1741
362,2188
8061,1538
17555,2081
7319,7213
16974,16811
4470,3464
15343,266
10205,4569
15368,12520
9914,13076
8675,1672
5387,7133
11783,6735
13646,1741
15775,1741
2891,1113
4080,17258
16361,7114
8601,3514
3746,266
1140,7977
17315,7154
6533,6312
3403,15975
345,6926
140,514
6151,8468
17315,8468
6119,2909
12912,5033
14689,514
1280,13890
829,12520
43,8632
4993,8481
5516,14173
8219,8481
4978,12507
4056,14363
14783,16911
4966,11789
15817,17494
8458,6805
2135,4958
2432,16029
14131,12520
15166,17693
9745,3499
9704,6812
3367,11834
6988,16911
9036,16911
6958,8457
14110,6664
11090,9392
11373,12156
3396,9525
8643,13561
8279,15004
294,12078
14072,12078
5645,16683
4301,14173
15305,12147
7305,1538
6076,716
10878,7419
1264,17062
12139,8734
10951,5674
7089,12520
5960,4897
13520,14207
2691,8353
7038,4569
10284,3208
15633,3208
7305,12135
17391,7419
14123,16911
6939,8457
12928,3246
7547,12333
8157,1087
15179,5121
13665,5493
16375,2720
5260,266
7079,7154
4756,1741
2988,2637
11634,14053
12304,2188
3809,1067
93,5016
17152,1626
9090,7286
15410,5283
10696,4381
2862,514
14026,5561
15672,17494
7566,6167
11212,4017
7079,8468
10707,1109
7672,14911
17846,1672
7056,13451
15839,6120
3548,476
6395,4958
9416,9587
499,5151
16482,6626
17149,8481
257,7419
10836,2946
8275,3734
7259,489
12609,17269
6763,6736
16172,12078
8355,12520
3323,3986
11070,14173
8127,5047
7007,8481
8774,4319
891,14342
13521,5405
9373,476
17617,7419
15503,7372
15138,6999
3534,2609
16504,4897
17066,8481
17464,3190
17041,5405
10919,2081
8596,3201
12289,3201
13354,12333
6397,7133
14185,13588
4352,8457
15495,13890
10807,7449
890,1462
14114,12078
8994,14260
5830,2720
2130,10795
16366,14911
16171,17243
3279,5190
12172,7419
12949,6736
8656,3734
9944,3406
8170,8359
10524,14911
8313,17315
11289,7905
17049,7133
15469,11704
16812,7084
16010,2821
6669,10717
5657,3406
11337,4935
5086,9045
17635,6564
3280,15952
5205,6799
6906,26
1976,7133
12951,7154
14859,7519
10412,12565
14406,1954
7523,1045
5029,17494
11201,7154
14277,13561
16660,6626
1569,12147
8200,7419
8111,14098
2262,14985
5369,11789
17575,4958
14199,12520
13423,2673
14346,2946
11855,8481
13118,16960
5146,5405
4300,10504
15812,14144
16620,3201
8972,7419
15675,15975
6453,2063
7957,7235
7590,6999
739,2359
9493,16683
12402,16579
3713,3210
210,9641
11206,6736
1155,7114
7968,6120
6207,6120
10056,6369
14563,3238
12322,5561
17110,13520
13715,12507
3017,3734
16798,3734
10700,5669
8536,10504
17700,15085
14589,15085
9947,5768
15844,12147
5919,4995
13605,3734
2321,5441
12809,3685
290,12404
15109,15766
15725,8359
4395,9030
9142,14911
7422,16029
10425,5950
4628,8481
9010,8481
16042,5489
5264,12507
857,14173
7597,14144
12463,1397
13472,1397
10094,2715
15305,2821
3466,16425
3474,3406
12612,2915
6874,7852
7962,3117
17589,5343
16346,9587
10070,9587
10140,12520
14081,7084
8618,14144
2316,12078
12579,12078
10613,1741
1227,3117
16025,1538
14938,14357
938,17187
1352,3336
16409,3464
2314,4569
6665,4569
13359,12078
16031,7419
13324,15437
15251,2844
4431,11472
16097,5405
2222,4979
3567,4581
4155,7873
15811,8270
7393,12520
12971,3336
14762,7838
6317,3238
17168,5645
6790,5561
4477,13520
1109,1741
6491,7293
10680,10504
9064,454
10252,6312
15876,6312
16363,15975
13014,3752
17665,3734
4868,10504
8628,5669
4580,3326
8077,4565
14787,5493
8094,3752
17013,2619
16609,6548
1503,3734
9838,7696
16810,6120
15884,3514
10525,8525
3199,6044
10159,17494
4391,17494
15684,3135
12604,12520
14733,5489
3550,9842
9812,5947
13960,8758
5964,45
12941,9045
16989,6811
7873,790
16369,1672
13923,14144
5722,15085
11736,3756
17381,2596
4372,5947
9276,6812
12620,14357
15125,7905
17834,7905
10962,12078
1470,7783
16671,14173
14739,3117
5140,3117
9311,1538
1421,3236
5064,4540
13510,8005
17800,1893
14734,5575
12977,7419
10666,16911
6433,5637
11957,8481
4541,10879
7038,2491
14061,16029
13631,7559
13104,2820
3690,5626
15548,2720
4196,16960
17355,1538
4481,6312
14116,5493
17323,3464
804,3464
2691,10795
15910,5493
12514,1373
13709,13076
4358,13076
6074,4886
580,8471
1308,17258
17840,3734
12872,3514
8200,8468
2165,17494
7220,3135
6469,8947
5119,5150
1689,2821
13175,10879
11542,3514
1371,9049
11421,11789
11205,9392
8057,2946
3153,3117
2820,4072
15881,15329
12475,5626
5910,3054
244,14378
7178,625
966,15004
6206,8653
6735,12599
13948,14173
188,8466
8247,10740
15918,5405
12062,15329
7265,1577
10566,1462
1686,3086
14991,4901
17591,14357
9399,9743
16858,14260
6410,5626
3590,2720
2132,1067
17362,7154
9199,9083
11768,7076
4123,869
14649,3117
6966,716
11272,7783
4100,13564
10406,9177
11714,10879
1901,391
5880,10176
405,8270
11456,514
15600,514
15472,4381
13303,8359
16802,9083
17362,8468
11198,716
7053,5493
11422,17409
2128,9641
10402,9184
16132,9184
8961,7133
5642,7732
747,514
15845,6167
15844,2821
13600,4569
12838,16365
13654,6120
17319,2151
5005,17208
17536,9045
10579,3208
12001,16534
16011,2946
17703,7133
10098,13520
15745,11064
16608,2715
14553,16842
12080,6312
5043,3514
15166,3514
3119,4893
4958,11330
17049,1025
6424,514
7905,9587
108,15766
5850,2820
17446,4309
15633,15623
16219,14173
5738,1954
16254,11472
10109,3514
4516,4328
13701,7665
5351,1191
10264,11789
7027,3932
14758,3932
6784,3208
5598,6812
13252,5768
6583,5645
13885,10600
9973,3514
2486,5405
11106,16911
3166,2081
15182,7008
1219,3201
17676,16029
17755,13815
7993,4837
3148,13561
1057,3190
14847,14144
4034,14144
4653,5711
4265,5493
10511,12078
5476,10795
9303,17553
15430,4319
16495,2092
5199,14357
14871,6736
2116,10879
16588,9177
9284,3734
11708,514
4170,14552
12075,4955
15881,10795
12712,8359
10258,8466
634,2637
11830,1067
15688,6626
15434,5637
8788,9641
10285,3514
17773,3514
364,514
15786,17258
11840,2915
11677,2151
608,2069
6701,3201
8887,7084
11745,7695
1424,14911
3672,7084
10735,1067
16086,9641
13350,3734
15014,14135
16902,514
14610,3464
5915,14911
5018,7154
14610,17019
12676,3336
5106,3336
17102,8070
7082,8378
9937,3653
1401,17537
5174,5768
14342,12546
12156,6485
9339,16029
13361,5489
13792,8468
1145,15952
13229,11789
8583,9881
12849,12520
17179,11064
16868,6626
11202,11789
1886,9587
475,9587
13205,16804
10351,4819
12699,1538
14076,2081
1393,2720
2203,14552
260,14552
11505,5343
5710,4581
10288,5016
14806,8143
3409,12078
937,14552
475,14552
5021,3238
3428,5957
12856,8359
16889,16579
6906,7133
7219,1538
17555,15824
5675,454
11615,15478
15835,1462
13059,6120
3859,14357
1402,4072
6858,14159
2364,13685
16758,3545
1263,5493
5583,11518
16364,2081
172,2301
10290,1538
6945,5715
4287,7519
14399,3734
4416,3734
17160,3514
6963,2682
9454,4133
4450,5493
3129,13631
6072,3464
6071,7154
10310,5190
16090,2821
12345,15766
14267,16698
4640,16966
14686,6812
10861,8481
14609,794
3752,17777
11768,11518
16396,12520
1906,12520
6207,11064
5098,11834
16363,7084
15776,5561
3292,16966
15402,1538
16135,11789
4275,6805
3362,7769
13934,2720
11642,14144
15973,11719
6062,16029
17120,3336
12506,1538
1368,1383
944,12078
11998,6660
5808,8481
13869,2491
14593,7633
11093,5405
9382,3117
8867,16911
15525,16911
9230,5559
8614,11789
12156,6489
6133,1741
13295,1301
16499,3488
1619,266
4465,4569
9107,7154
8836,12078
4352,11355
14133,2081
2965,15975
13092,2637
5616,7133
17546,5768
16296,6312
15296,3734
12720,3734
8499,5441
473,17494
1917,266
14806,17311
16425,7378
14496,2637
4908,2637
14274,12520
17004,6626
4722,5768
3751,9641
2731,3514
10710,514
14447,17494
5438,9392
16574,9392
14553,13220
17848,8481
13902,15824
167,7905
4850,1263
86,7783
6258,14707
5481,2720
9375,10584
8542,2480
2559,15947
9879,5441
6816,3545
14957,8525
6252,8525
14904,12078
14779,7769
292,1573
1862,8509
4307,8736
11432,1709
9495,6377
379,16911
13540,10879
3139,2856
14208,16029
9854,16811
17050,1788
14150,12078
6182,14707
14707,10651
112,3488
6492,13631
1119,3464
13928,3064
14830,4319
14918,5626
1758,2081
13656,7419
9979,9083
4341,9184
1855,5522
10081,11736
14849,3734
4258,13870
4394,7274
4333,14552
4969,2195
4685,1672
16008,8423
11972,7133
4407,1741
16271,6167
6138,17440
9869,6546
16311,3514
158,4935
16991,1577
12550,11736
2883,3628
17422,7154
5840,3544
4400,10504
17096,6626
11881,4072
10,3507
11853,6887
15322,9457
2247,2619
11839,2915
12390,9392
214,5151
346,3734
17422,8468
3353,4309
6584,11143
4038,5851
7250,4210
17563,17494
7962,12520
8911,16242
5515,8481
7964,8481
4223,3514
15921,16911
12674,4698
17163,1436
14182,6445
14840,16029
189,2609
3316,12520
9141,7905
14294,12078
10521,14173
9263,7771
6127,2940
687,3117
15118,11603
8444,12078
15311,1684
12167,2816
2129,2720
8262,8359
2020,8466
8197,4319
15202,14911
2323,2188
16166,2381
12168,2656
8923,6999
2256,17029
4570,4569
3369,1404
1952,5669
15706,14043
11491,4305
9972,4935
16774,5829
17303,5493
2208,9030
10086,14911
13982,1067
10747,1993
14231,2081
14095,7577
14919,1954
2909,6779
8318,17494
12994,3734
11784,12404
16838,15623
16727,17494
14680,8481
9798,8481
16052,11835
2939,8727
15285,5405
5276,3514
12494,3514
547,11594
5582,6371
2746,16842
2264,17494
1877,7905
10430,12520
11242,8481
15985,16911
10161,2081
16248,7419
8386,3016
1980,9392
9613,2746
16406,3117
12568,489
17572,489
8390,4433
14314,13685
1711,12078
3165,7449
8718,14371
8018,15004
9011,5626
3051,8481
13816,17553
11883,8466
16865,17258
12390,1538
11244,16911
17235,8457
36,514
4426,4897
1848,9202
8739,5674
14891,7133
3483,7076
3880,13520
12737,5060
15537,3117
7363,4885
6906,1025
4081,17208
11816,17494
103,995
8157,11218
7682,1067
6784,15623
11431,6312
5412,17062
7939,3331
17555,15060
15223,514
2144,13631
5179,17494
7990,3734
5407,2915
15512,4328
16113,6626
3153,12520
6568,7695
16535,4881
8689,3734
7268,5405
10487,3514
17113,16966
8917,9587
5564,17494
5819,17494
17645,8860
1116,7905
5838,12520
9792,2946
15737,8481
3536,9031
10627,2480
6314,9392
9861,12276
9214,17258
14790,16029
13463,3336
10990,12078
9884,12078
2204,16579
8917,14552
8746,16911
547,6999
9689,12520
1799,4955
13299,8481
5809,17311
3671,6642
16432,16911
5704,3201
11254,3201
8458,10144
2313,7076
8533,11340
11325,12491
12207,266
14538,17208
14202,4569
1446,3734
7261,3734
11467,5259
6988,5829
7861,16683
11132,12404
16665,14552
7875,6055
12126,5036
15117,3238
15185,6626
14681,13520
13511,1538
11532,9641
12119,5879
17689,3514
17289,4176
11342,11834
12151,3201
16243,2715
9957,8727
6925,12565
2970,4935
14223,3734
17707,12078
14140,14173
6194,5626
16770,7324
16999,13564
9236,7419
14979,1221
13423,5950
14414,14127
7112,15952
13424,4540
3378,4569
13906,1191
13069,14098
17218,920
6382,16911
6235,1741
13424,4581
2830,11789
12718,7157
1447,14223
358,12078
8465,14552
12186,1741
10224,5493
15335,16609
4449,8525
1463,2081
5358,5626
787,3238
15620,17553
9491,1741
13365,14552
4198,5637
16926,2491
16558,2491
17657,3238
15001,9641
13246,16627
4675,10879
4556,11333
1758,6120
7746,3514
13537,9787
13068,514
12101,514
13007,3803
3782,17693
5528,5743
13157,9641
6149,10504
12183,3250
7791,1731
5121,416
8216,4305
946,16609
16022,3734
11386,3972
3265,8525
6748,7905
17126,14911
17072,11837
16791,12078
11922,14173
7597,8481
3709,4319
7116,9641
12733,3734
11133,2459
6381,2873
16280,8525
9589,12520
16818,12520
9156,17693
9256,5947
9998,2821
16743,5626
7001,2334
6022,7133
1126,5489
9768,5405
12484,3117
14855,16782
15814,4958
1393,14357
14480,9587
16879,6312
6871,9937
5125,489
9127,1460
9039,5493
17439,3464
14018,3639
3196,2634
11268,11186
5908,1538
8891,2081
11040,9587
13386,7419
12507,6262
13828,5656
10050,3464
5776,13631
15295,1067
9716,2081
17202,5637
14891,2195
14912,7408
11927,7133
1615,4581
16713,11736
4049,9177
5089,4935
16317,16579
13015,3464
1498,5561
13488,3190
8601,9392
15162,9494
4768,8270
13817,7154
1075,3734
10046,5121
3990,7274
7601,5711
10090,14173
3721,1954
11823,5739
14952,3734
11671,3514
16979,4935
5634,1846
10007,16029
10771,12520
5684,2946
7812,12520
9778,8481
3606,8481
4604,3986
7208,16534
6132,8727
7280,11835
17384,6474
3768,1294
2388,5879
11061,3514
8505,1436
1599,7783
13461,10418
17535,3117
9073,9525
5813,3932
7802,14357
12329,7905
17121,14716
12880,12078
16795,12642
17587,3117
17516,716
4546,12135
5224,2656
9001,16029
9382,12520
16988,438
10751,8359
5907,17409
1353,16650
15986,6670
9149,7133
444,11465
8071,4897
11172,3208
5415,5493
1755,3628
7464,7133
12298,7076
5995,7084
14085,1067
16324,869
4561,1067
2183,2081
2173,7325
16909,514
10839,514
11011,5493
12590,5493
538,17494
14827,14911
17158,1067
12497,7154
13626,1109
13602,1373
16326,14911
10565,330
8329,16966
4742,8472
13290,5561
12451,12520
16725,11064
16357,7695
6042,6626
14772,9239
9016,7084
11707,7120
6229,3514
14667,5626
3750,8457
15055,16236
1058,2946
14006,12619
1117,6784
5593,13561
1996,5626
12814,3539
7238,14342
15213,12276
8601,1538
13173,9525
17482,5405
4900,11789
6120,11578
1975,12078
16588,15611
12378,14552
13481,2931
2077,6626
17153,12842
14799,6812
14715,16149
4988,8481
10577,5405
11673,1506
5719,3201
1562,11789
12395,2946
7014,64
13739,14357
3991,7424
8751,14552
1947,5637
8962,8457
8998,5561
17647,14911
14484,14911
14519,6690
5403,11756
2770,716
13341,4363
12450,4230
2643,2081
4685,5016
11911,17062
7179,6736
4729,4641
17302,9177
5253,14693
5626,8079
3720,4569
3095,16867
11979,14911
10540,14911
6768,266
8362,5637
7642,14558
14404,3514
1636,11419
11023,4881
2394,2821
15191,2715
894,1081
10991,10717
11795,5489
15800,16966
5086,1672
14438,5561
17495,7133
422,15329
13386,7154
11796,4517
8529,9998
17440,6167
413,9587
6754,4610
17802,1387
17201,7162
14264,489
17745,11272
13386,8468
13382,3336
9330,3653
11420,8981
17697,5711
6546,1202
6647,1202
5820,7286
5655,5674
3378,2491
11173,16029
802,5489
4473,3734
17767,5405
2776,11789
12139,7157
3523,12520
687,12520
4034,8481
11191,14144
3055,940
3769,6626
1108,8481
621,522
5353,5405
5602,8457
14209,4757
10263,15975
2798,266
3168,3190
13787,7154
14500,17383
13872,12078
4015,2081
13984,9184
15436,2081
16970,1538
8802,6736
6241,5879
12384,514
16019,514
12704,6044
15333,3464
10125,13520
7935,3201
6356,12507
14882,17258
11581,3514
10389,3201
16825,4837
15040,2151
7377,5473
9108,5669
12538,1094
7617,15952
9699,5561
2575,15952
3696,86
13890,14409
10593,2637
7539,5642
5825,4013
9605,5768
5731,3734
7783,4133
8684,514
4567,5283
12064,5493
5774,5033
15623,3446
11770,3464
16347,514
12863,3336
16012,14173
7333,4440
9237,1247
16545,4319
11073,9641
10828,2673
14354,4298
4525,12507
5568,920
3016,11743
17516,2844
11197,7230
15731,891
9190,6626
11550,7905
10625,7905
12376,8270
7278,1094
11407,2673
13267,12078
6255,16933
1197,1353
15371,3639
13073,6435
13492,1741
3386,10584
14949,16911
11971,2480
3531,2081
3883,8457
6613,3488
2291,1460
4678,3464
5278,12078
666,7419
9260,3238
183,5674
6875,7133
6470,7568
1108,1892
15663,1738
8891,6120
1601,13870
12313,4440
11927,5536
12793,1712
5657,9083
11701,5561
17426,790
7204,13520
519,5405
7798,6999
1741,6394
7125,9392
13321,3464
2620,2946
11634,5343
1117,2637
12014,13983
9858,7783
8721,9392
1920,243
11850,5441
4787,2346
174,12404
11028,514
4528,17494
15089,3135
17460,5571
14500,12520
966,514
9664,11696
710,9392
12588,3406
6599,3755
12117,4958
3461,15329
7290,12078
0,920
8177,1397
15643,14173
11913,14173
4630,7783
15777,4319
8195,1954
12447,14357
9401,14868
15495,1684
3376,14173
5852,3803
6551,869
558,1353
12450,11291
17034,16811
16365,14223
2801,2673
5162,13669
10695,8522
2611,5637
3227,2720
7324,3054
4569,850
11998,15824
10642,1477
6797,14357
4524,14357
12894,7157
4777,4797
6454,13983
4168,13671
8385,5493
10955,4381
12015,13631
14513,5561
10625,3464
4364,266
16534,11325
7826,15975
16410,10081
4408,3992
12214,11736
12929,8270
3081,5879
17349,476
14271,514
11858,4309
2000,15766
9093,12520
5518,5947
336,8727
13077,3514
15429,6120
14775,3514
14422,16911
11007,4935
10461,4958
15990,7783
1683,13983
13392,9392
14742,5343
7092,2946
6810,8481
7691,13837
9040,5885
9701,2619
9846,9392
10908,3117
13614,3117
4289,5151
11548,3734
2426,9587
13171,3507
12270,6736
14448,9177
2512,5693
17720,12078
4534,14173
3570,8481
595,5852
1954,15623
14209,5575
8721,1538
17344,5637
5677,5405
2304,10879
6700,4210
14393,5656
10651,6761
7200,1738
2842,7157
10968,7905
16161,9049
14341,2081
16590,11704
710,1538
16656,6312
17604,6736
5471,10879
4421,4961
12250,514
7319,11186
5590,3464
6991,11704
17770,10795
16188,2820
9772,1741
5447,2909
9401,17148
16459,2081
14649,7419
1668,11738
197,514
13990,4979
14640,5656
13983,8070
15693,7559
10641,5637
16986,12520
9526,13520
10235,7286
12771,8454
15894,2715
16951,10717
393,2151
1088,514
421,3514
896,9587
16385,9587
8023,400
846,1109
12391,5403
8496,8727
10714,13564
17319,1954
14956,7419
15166,9392
11413,11472
4161,3734
11643,3236
1227,8468
7600,941
10998,10106
11645,17494
13052,6999
16960,1460
12852,12520
15767,3214
3552,14552
12321,8481
3743,6626
15416,920
4422,3803
15478,8727
203,5405
10736,3514
17219,12077
3479,11789
2910,10717
13358,12520
15520,2946
11651,13890
12723,15048
7197,6204
15939,3201
2412,14392
10970,5060
17642,5060
12872,1538
7925,3117
13392,1538
6791,5016
812,14357
4027,6312
7776,10106
16485,12078
17825,8873
4061,5493
12900,12078
4847,14552
11634,17494
17092,15766
13944,9083
16776,14911
15650,2637
13105,4319
13570,17258
9846,1538
16757,17258
9529,7419
17809,15975
10373,9641
10316,2339
9006,10879
4015,6120
14541,1462
6282,514
13249,514
12974,10717
2189,5637
15626,3628
1073,7905
13110,3201
17730,7695
14235,17537
4895,4405
13901,15455
6639,11518
16451,11382
490,17494
11990,15766
13848,8070
6557,13564
12221,6626
9664,7084
10831,9587
11677,1954
15613,16029
7284,2915
14753,3336
10430,8468
3713,15952
12521,6626
14783,7157
10838,2673
9412,8481
5239,749
3953,2715
14563,3734
12163,5405
11364,16911
3982,8457
2336,9587
9036,7157
17587,12520
907,11064
1421,2480
17718,1538
14257,9587
9945,17553
7430,8830
1338,17258
15382,16029
13491,4581
13239,266
10282,6736
2577,15611
17279,6972
5079,3803
2211,2637
5570,869
15166,1538
5043,1538
16525,2491
1551,11789
1900,10879
5725,5060
2410,3514
8596,345
9969,6660
3539,13669
9397,1741
14011,11355
17095,5637
10014,1672
11032,11835
16448,7133
4405,17122
2870,14043
11260,2656
7932,9392
1756,5343
13309,12839
595,3536
10401,5150
872,14911
843,8359
9013,7084
6683,7154
14777,14173
292,4083
16139,5190
9973,1538
14646,9641
5441,7590
9407,3734
11952,6120
9465,5441
8724,1954
4739,12903
3156,514
7411,15529
2276,3734
5939,7905
2293,15329
16240,8481
14130,8481
2684,5405
13474,3117
3513,1538
11602,4935
3123,9587
233,9587
13785,13848
6025,12520
3030,2080
8288,12078
13143,11879
13506,1684
13558,4757
15198,16029
11583,3336
12608,12078
5522,1684
10298,12015
574,14098
1855,8481
12561,3992
14691,5522
5382,1741
11199,1741
15879,16911
9609,2680
4225,12507
12570,1741
1626,1741
13192,13818
9853,2081
11386,17761
259,15975
15592,12642
6291,16609
1869,8359
10305,3734
13530,5441
10733,906
6419,12404
12446,8433
6923,17494
16022,6369
6968,2637
13052,6626
6056,8481
4567,5768
12633,3514
17814,3514
5424,514
12733,6369
894,6651
12751,12520
11937,12520
16285,7905
11179,3250
10629,14707
12281,4995
6420,2946
9131,9587
5998,4958
14674,2346
14879,7905
13873,17494
3516,16804
7826,7084
12335,12078
883,10879
16623,14173
13547,14707
12135,5879
15555,5283
6590,7467
9692,12520
11246,7033
16043,12078
3264,16911
1824,7133
3298,1741
13195,3117
12264,3117
17160,1538
14173,694
16182,6761
1277,17777
5219,3190
16110,7154
5343,6887
11620,4757
13215,9457
1577,14127
16815,5561
354,4569
13678,3734
5389,7154
6044,12627
15659,5626
13848,483
13992,10081
13653,15197
7330,8982
5593,3734
3403,6761
16459,6120
6098,1301
7123,7853
2669,4935
1925,8270
16697,6626
12765,7154
3525,15085
13007,14547
10154,295
12903,9587
16311,9392
8750,9392
2556,4935
6450,3755
8866,9587
13895,9881
13322,8433
5428,14173
17001,7419
12005,8481
1617,4319
11364,13564
15077,7284
6060,4883
957,11789
3616,11789
11986,9030
12674,16534
51,12520
11069,12520
9170,16124
13395,4897
11521,8481
16870,8481
11063,4503
11183,3208
11845,7905
2972,11853
9638,3647
10907,8457
16735,8457
12463,5626
10948,7133
5384,13890
5271,2946
9628,1538
14224,9250
7251,7905
14319,4987
12715,5561
17426,4961
11225,5493
11651,5493
4115,3030
2234,2081
7311,3464
7057,9083
687,7419
5848,7076
12181,6736
16550,6312
618,10879
10675,1462
8521,6999
12767,514
15650,5656
466,5493
5674,10879
14726,4569
1048,14911
1042,15766
6961,2720
8465,9641
17424,16579
10884,9641
6513,3644
5820,5674
15673,13520
938,17044
8072,10879
6833,6120
6784,9587
4428,81
2800,3628
5573,16698
17780,7084
9158,14911
13276,3190
3699,3544
12310,2821
16125,1067
5970,11875
17380,11124
12992,9587
17064,8982
15659,4381
11083,17494
9543,17494
14622,14911
10843,3236
15224,7154
14900,8468
476,6887
17241,3464
12870,5151
3260,2566
7649,6474
1630,6485
6637,3734
12171,3514
15271,5879
16106,3176
8608,7157
16871,2609
3388,12520
7024,3932
9607,6812
7704,12507
13716,3201
5276,9392
3687,12642
211,1985
13790,2946
15229,12619
16677,6142
7135,3190
13943,15004
6275,12078
10689,514
6589,17553
7333,13564
9453,2637
11719,11056
2715,17148
16311,1538
16509,4979
14111,4230
16406,7419
4441,7419
553,14357
9267,13076
13595,11638
16809,1462
15091,6999
2211,5656
14304,2931
9289,5645
11637,9202
5605,15824
4478,10879
13583,8457
6543,4881
7807,1025
11645,485
267,6312
7972,2915
10425,9239
13051,15583
11149,2820
942,2081
6150,7133
1731,1067
10176,14911
15104,2637
6710,9865
7121,17062
1532,11875
17571,3734
3785,3734
13113,11419
14949,1099
1654,514
5078,17494
15914,15766
2195,12952
4411,3734
6135,15952
16165,6626
12313,13564
16098,12147
4836,1672
9286,2715
11443,7771
12456,2821
16359,10717
6922,5489
15243,5489
14596,7905
6515,7905
10908,12520
17340,2946
4015,11064
6342,12507
2155,15329
7182,6812
100,940
16456,16911
7291,2081
9447,8708
12805,7419
15094,15975
10487,9392
1932,12276
12092,5151
4220,9242
15059,13561
2818,11102
9732,12078
16758,17258
13613,5405
17727,11594
15584,10879
4759,7157
4373,11186
1429,2491
3375,13520
12433,5637
14946,3201
1728,15975
10071,12333
14380,10356
1004,14379
3318,6531
7484,14357
16846,6736
2472,266
10887,3734
686,16567
7724,2720
9926,2634
16816,8247
11554,6312
17121,6698
4648,391
12529,4569
16694,3734
10022,514
16589,3734
5899,3464
1024,17494
1068,14911
2146,7154
2735,15766
2384,5489
8860,5473
15888,8481
10013,6626
9458,9641
7170,6799
5761,7133
17229,17258
11837,4641
2367,3734
6385,7293
17556,8860
655,6799
12089,14409
11473,11064
13526,12078
8385,15085
10827,9239
13514,1397
9024,12078
7977,9587
14732,12078
7144,489
687,8468
12299,5489
8521,6626
11191,8481
433,3803
3511,5711
9328,14144
15710,4155
12566,17553
2322,4319
9274,11789
4377,13870
12305,12520
15444,8481
15392,7133
9121,1741
4010,16751
14741,2480
16831,16911
8206,454
3608,3117
251,14357
5689,6312
12924,16811
8724,4837
12449,5561
17023,4569
8912,8359
15374,8359
5932,1904
1583,7154
4854,12078
976,5493
10899,7154
16193,5626
8120,3238
12274,2720
11844,3238
5553,2637
15431,5457
5048,3514
15163,514
14824,6369
5195,7408
15103,5561
15819,7154
13649,9641
15211,15085
11055,7434
7610,9392
1492,2946
13968,7154
3411,6779
781,7783
11361,13502
16871,4935
