ComplexID,Organism,subunits,subunits(Gene name),Disease
565,Human,O96019;P51532;Q12824;Q68CP9;Q86U86;Q8TAQ2;Q92922;Q969G3;Q96GM5,ACTL6A;SMARCA4;SMARCB1;ARID2;PBRM1;SMARCC2;SMARCC1;SMARCE1;SMARCD1,C0006413;C0010417;C0010964;C0011053;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0028738;C0036572;C0036920;C0037932;C0038379;C0039981;C0040427;C0149925;C0262444;C0262584;C0265338;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C0919267;C1261473;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2674608;C2750074;C3279222;C3550546;C3553249;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495;C0007758;C0010417;C0010964;C0011053;C0014544;C0015934;C0018772;C0020255;C0021296;C0024433;C0025149;C0025362;C0026827;C0027498;C0028738;C0036572;C0037932;C0038379;C0040427;C0085632;C0149931;C0151786;C0206743;C0232466;C0234428;C0262444;C0265338;C0339789;C0348374;C0349588;C0375206;C0423903;C0424688;C0431109;C0557874;C0700208;C0744641;C0917816;C0917817;C1335929;C1384666;C1386048;C1832348;C1836327;C1836542;C1837770;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1849540;C1853487;C1853738;C1857108;C1860844;C1864897;C1868577;C2053437;C2674608;C2700617;C3279222;C3550546;C3553248;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4083076;C4255213;C4280495;C4280663;C4280664;C2239176;C0005586;C0007134;C0033975;C0036341;C0040100;C0206698;C0349204;C0001418;C0023893;C0024121;C0010417;C0010606;C0010964;C0011053;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0028738;C0036572;C0037932;C0038379;C0040427;C0262444;C0265338;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C1333989;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2674608;C3279222;C3550546;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495
566,Human,O14497;O96019;P51532;P60709;Q12824;Q8TAQ2;Q92922;Q969G3;Q96GM5,ARID1A;ACTL6A;SMARCA4;ACTB;SMARCB1;SMARCC2;SMARCC1;SMARCE1;SMARCD1,C0001418;C0005695;C0006413;C0007138;C0010417;C0010606;C0010964;C0011053;C0014170;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0027819;C0028738;C0036572;C0036920;C0037932;C0038356;C0038379;C0040427;C0079772;C0079773;C0206698;C0262444;C0265338;C0279628;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C0920269;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2239176;C2674608;C2931822;C3279222;C3550546;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495;C0006413;C0010417;C0010964;C0011053;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0028738;C0036572;C0036920;C0037932;C0038379;C0039981;C0040427;C0149925;C0262444;C0262584;C0265338;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C0919267;C1261473;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2674608;C2750074;C3279222;C3550546;C3553249;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495;C0003507;C0005586;C0005745;C0008924;C0008925;C0009363;C0010417;C0011168;C0013274;C0013393;C0013421;C0014544;C0014848;C0014859;C0018784;C0020534;C0021051;C0022821;C0024032;C0024121;C0024421;C0024433;C0024667;C0024668;C0025362;C0025995;C0026106;C0026827;C0027626;C0029408;C0036341;C0036572;C0037932;C0086543;C0149630;C0151744;C0158646;C0175754;C0234985;C0235991;C0239234;C0239676;C0240063;C0240896;C0242184;C0265535;C0266435;C0266463;C0266483;C0271215;C0349588;C0376634;C0423903;C0424688;C0426414;C0456909;C0497552;C0521525;C0557874;C0575158;C0700208;C0917816;C1510497;C1697450;C1837731;C1839764;C1840077;C1843367;C1844505;C1845112;C1846331;C1846339;C1846434;C1848954;C1849340;C1849367;C1854114;C1855722;C1855728;C1859778;C1864897;C1865014;C1865017;C1879312;C2229182;C2239176;C2677762;C2981150;C3714756;C4012968;C4020875;C4020876;C4020899;C4021768;C4021813;C4022012;C4280665;C4280666;C0007758;C0010417;C0010964;C0011053;C0014544;C0015934;C0018772;C0020255;C0021296;C0024433;C0025149;C0025362;C0026827;C0027498;C0028738;C0036572;C0037932;C0038379;C0040427;C0085632;C0149931;C0151786;C0206743;C0232466;C0234428;C0262444;C0265338;C0339789;C0348374;C0349588;C0375206;C0423903;C0424688;C0431109;C0557874;C0700208;C0744641;C0917816;C0917817;C1335929;C1384666;C1386048;C1832348;C1836327;C1836542;C1837770;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1849540;C1853487;C1853738;C1857108;C1860844;C1864897;C1868577;C2053437;C2674608;C2700617;C3279222;C3550546;C3553248;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4083076;C4255213;C4280495;C4280663;C4280664;C0001418;C0023893;C0024121;C0010417;C0010606;C0010964;C0011053;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0028738;C0036572;C0037932;C0038379;C0040427;C0262444;C0265338;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C1333989;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2674608;C3279222;C3550546;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495
570,Human,O14497;P51532;Q09472;Q12824;Q8TAQ2;Q92793;Q92922,ARID1A;SMARCA4;EP300;SMARCB1;SMARCC2;CREBBP;SMARCC1,C0001418;C0005695;C0006413;C0007138;C0010417;C0010606;C0010964;C0011053;C0014170;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0027819;C0028738;C0036572;C0036920;C0037932;C0038356;C0038379;C0040427;C0079772;C0079773;C0206698;C0262444;C0265338;C0279628;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C0920269;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2239176;C2674608;C2931822;C3279222;C3550546;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495;C0006413;C0010417;C0010964;C0011053;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0028738;C0036572;C0036920;C0037932;C0038379;C0039981;C0040427;C0149925;C0262444;C0262584;C0265338;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C0919267;C1261473;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2674608;C2750074;C3279222;C3550546;C3553249;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495;C0001818;C0001973;C0003811;C0004352;C0005695;C0005745;C0007134;C0007137;C0007138;C0009363;C0009404;C0009806;C0009917;C0009918;C0010417;C0010606;C0011053;C0011334;C0011351;C0013261;C0013274;C0014170;C0014306;C0014544;C0015300;C0016202;C0017601;C0018772;C0018817;C0018818;C0019569;C0019572;C0020224;C0021125;C0022548;C0022658;C0022906;C0023012;C0023234;C0024636;C0025160;C0025202;C0025362;C0025990;C0026034;C0026106;C0026827;C0028754;C0035934;C0036572;C0036601;C0037932;C0038271;C0038273;C0038325;C0038356;C0038379;C0039075;C0040433;C0079772;C0080174;C0080218;C0086437;C0086543;C0149925;C0151611;C0151889;C0152013;C0152427;C0175754;C0206733;C0221214;C0221263;C0221354;C0231246;C0231686;C0233715;C0234853;C0237326;C0239234;C0240295;C0240310;C0240538;C0240635;C0241210;C0262630;C0264133;C0264303;C0264886;C0265563;C0265974;C0266034;C0266063;C0266067;C0266292;C0277828;C0279626;C0279680;C0280631;C0311277;C0333068;C0339789;C0349588;C0376634;C0399357;C0423110;C0423224;C0423903;C0424295;C0424688;C0424731;C0425772;C0426415;C0426891;C0431483;C0454455;C0454644;C0476273;C0520679;C0522055;C0541764;C0549397;C0557874;C0563243;C0581381;C0678230;C0700208;C0751466;C0855329;C0857379;C0917816;C1185616;C1281931;C1290508;C1305740;C1317785;C1384666;C1398312;C1400105;C1458155;C1510497;C1691215;C1832603;C1835807;C1837760;C1839764;C1842366;C1842820;C1843367;C1844508;C1846464;C1848490;C1849367;C1850049;C1850327;C1850530;C1851854;C1852464;C1853237;C1853487;C1853738;C1855670;C1855728;C1856119;C1857130;C1857627;C1858539;C1859778;C1860164;C1861403;C1862425;C1864897;C1865027;C1865841;C1866134;C1866862;C1867131;C1867132;C1868571;C2051831;C2315100;C2674608;C2675540;C2752013;C3150941;C3275754;C3494422;C3714756;C4020691;C4020813;C4020849;C4020875;C4020876;C4020889;C4024221;C4024989;C4025111;C4025806;C4025843;C4072873;C4073291;C4082243;C4280335;C4280395;C4280456;C4280457;C4280538;C4280554;C4280555;C4280613;C4280614;C4280617;C4280618;C4280623;C4280629;C4280640;C4280641;C4280642;C4280643;C0007758;C0010417;C0010964;C0011053;C0014544;C0015934;C0018772;C0020255;C0021296;C0024433;C0025149;C0025362;C0026827;C0027498;C0028738;C0036572;C0037932;C0038379;C0040427;C0085632;C0149931;C0151786;C0206743;C0232466;C0234428;C0262444;C0265338;C0339789;C0348374;C0349588;C0375206;C0423903;C0424688;C0431109;C0557874;C0700208;C0744641;C0917816;C0917817;C1335929;C1384666;C1386048;C1832348;C1836327;C1836542;C1837770;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1849540;C1853487;C1853738;C1857108;C1860844;C1864897;C1868577;C2053437;C2674608;C2700617;C3279222;C3550546;C3553248;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4083076;C4255213;C4280495;C4280663;C4280664;C0001818;C0003811;C0004352;C0005586;C0005695;C0005745;C0007137;C0007138;C0009363;C0009806;C0009917;C0009918;C0010417;C0010606;C0011053;C0011351;C0011573;C0013261;C0013274;C0014306;C0014544;C0015300;C0016202;C0017601;C0018772;C0018817;C0018818;C0019569;C0019572;C0020224;C0021125;C0022548;C0022658;C0022906;C0023012;C0023234;C0024301;C0024636;C0025160;C0025362;C0025990;C0026034;C0026827;C0033578;C0035934;C0036341;C0036572;C0036601;C0036920;C0037932;C0038271;C0038273;C0038379;C0039075;C0040433;C0080174;C0080218;C0086437;C0086543;C0149925;C0151611;C0151889;C0152013;C0152427;C0175754;C0206733;C0221214;C0221263;C0221354;C0231246;C0231686;C0233715;C0234853;C0237326;C0239234;C0240295;C0240310;C0240538;C0240635;C0241210;C0262630;C0264133;C0264303;C0264886;C0265563;C0265974;C0266034;C0266292;C0277828;C0279626;C0311277;C0333068;C0339789;C0349588;C0399357;C0423110;C0423224;C0423903;C0424295;C0424688;C0424731;C0425772;C0426891;C0431483;C0454455;C0454644;C0476273;C0520679;C0522055;C0541764;C0549397;C0563243;C0581381;C0678230;C0700208;C0751466;C0855329;C0857379;C0917816;C1185616;C1281931;C1290508;C1317785;C1384666;C1398312;C1510497;C1691215;C1832603;C1835807;C1837760;C1839764;C1842366;C1842820;C1843367;C1844508;C1846464;C1848490;C1849367;C1850049;C1850327;C1850530;C1851854;C1852464;C1853237;C1853487;C1853738;C1855670;C1855728;C1856119;C1857130;C1857627;C1858539;C1859778;C1860164;C1861403;C1862425;C1862939;C1864648;C1865027;C1865841;C1866134;C1866862;C1867131;C1867132;C1868571;C2051831;C2315100;C2674608;C2675540;C3275754;C3494422;C3714756;C4020691;C4020849;C4020876;C4020889;C4024221;C4025111;C4025806;C4025843;C4072873;C4073291;C4082243;C4280335;C4280395;C4280456;C4280457;C4280538;C4280554;C4280555;C4280613;C4280614;C4280617;C4280618;C4280640;C4280641;C4280642;C4280643;C0001418;C0023893;C0024121
571,Human,O14497;Q09472;Q92793,ARID1A;EP300;CREBBP,C0001418;C0005695;C0006413;C0007138;C0010417;C0010606;C0010964;C0011053;C0014170;C0014544;C0015934;C0018772;C0021296;C0024433;C0025362;C0026827;C0027819;C0028738;C0036572;C0036920;C0037932;C0038356;C0038379;C0040427;C0079772;C0079773;C0206698;C0262444;C0265338;C0279628;C0339789;C0349588;C0423903;C0424688;C0557874;C0700208;C0917816;C0920269;C1384666;C1386048;C1832348;C1836542;C1839739;C1839764;C1839829;C1842876;C1843367;C1845847;C1849211;C1849367;C1853487;C1853738;C1864897;C1868577;C2053437;C2239176;C2674608;C2931822;C3279222;C3550546;C3553764;C3714756;C3806482;C4020875;C4020876;C4024507;C4024682;C4049796;C4072825;C4280495;C0001818;C0001973;C0003811;C0004352;C0005695;C0005745;C0007134;C0007137;C0007138;C0009363;C0009404;C0009806;C0009917;C0009918;C0010417;C0010606;C0011053;C0011334;C0011351;C0013261;C0013274;C0014170;C0014306;C0014544;C0015300;C0016202;C0017601;C0018772;C0018817;C0018818;C0019569;C0019572;C0020224;C0021125;C0022548;C0022658;C0022906;C0023012;C0023234;C0024636;C0025160;C0025202;C0025362;C0025990;C0026034;C0026106;C0026827;C0028754;C0035934;C0036572;C0036601;C0037932;C0038271;C0038273;C0038325;C0038356;C0038379;C0039075;C0040433;C0079772;C0080174;C0080218;C0086437;C0086543;C0149925;C0151611;C0151889;C0152013;C0152427;C0175754;C0206733;C0221214;C0221263;C0221354;C0231246;C0231686;C0233715;C0234853;C0237326;C0239234;C0240295;C0240310;C0240538;C0240635;C0241210;C0262630;C0264133;C0264303;C0264886;C0265563;C0265974;C0266034;C0266063;C0266067;C0266292;C0277828;C0279626;C0279680;C0280631;C0311277;C0333068;C0339789;C0349588;C0376634;C0399357;C0423110;C0423224;C0423903;C0424295;C0424688;C0424731;C0425772;C0426415;C0426891;C0431483;C0454455;C0454644;C0476273;C0520679;C0522055;C0541764;C0549397;C0557874;C0563243;C0581381;C0678230;C0700208;C0751466;C0855329;C0857379;C0917816;C1185616;C1281931;C1290508;C1305740;C1317785;C1384666;C1398312;C1400105;C1458155;C1510497;C1691215;C1832603;C1835807;C1837760;C1839764;C1842366;C1842820;C1843367;C1844508;C1846464;C1848490;C1849367;C1850049;C1850327;C1850530;C1851854;C1852464;C1853237;C1853487;C1853738;C1855670;C1855728;C1856119;C1857130;C1857627;C1858539;C1859778;C1860164;C1861403;C1862425;C1864897;C1865027;C1865841;C1866134;C1866862;C1867131;C1867132;C1868571;C2051831;C2315100;C2674608;C2675540;C2752013;C3150941;C3275754;C3494422;C3714756;C4020691;C4020813;C4020849;C4020875;C4020876;C4020889;C4024221;C4024989;C4025111;C4025806;C4025843;C4072873;C4073291;C4082243;C4280335;C4280395;C4280456;C4280457;C4280538;C4280554;C4280555;C4280613;C4280614;C4280617;C4280618;C4280623;C4280629;C4280640;C4280641;C4280642;C4280643;C0001818;C0003811;C0004352;C0005586;C0005695;C0005745;C0007137;C0007138;C0009363;C0009806;C0009917;C0009918;C0010417;C0010606;C0011053;C0011351;C0011573;C0013261;C0013274;C0014306;C0014544;C0015300;C0016202;C0017601;C0018772;C0018817;C0018818;C0019569;C0019572;C0020224;C0021125;C0022548;C0022658;C0022906;C0023012;C0023234;C0024301;C0024636;C0025160;C0025362;C0025990;C0026034;C0026827;C0033578;C0035934;C0036341;C0036572;C0036601;C0036920;C0037932;C0038271;C0038273;C0038379;C0039075;C0040433;C0080174;C0080218;C0086437;C0086543;C0149925;C0151611;C0151889;C0152013;C0152427;C0175754;C0206733;C0221214;C0221263;C0221354;C0231246;C0231686;C0233715;C0234853;C0237326;C0239234;C0240295;C0240310;C0240538;C0240635;C0241210;C0262630;C0264133;C0264303;C0264886;C0265563;C0265974;C0266034;C0266292;C0277828;C0279626;C0311277;C0333068;C0339789;C0349588;C0399357;C0423110;C0423224;C0423903;C0424295;C0424688;C0424731;C0425772;C0426891;C0431483;C0454455;C0454644;C0476273;C0520679;C0522055;C0541764;C0549397;C0563243;C0581381;C0678230;C0700208;C0751466;C0855329;C0857379;C0917816;C1185616;C1281931;C1290508;C1317785;C1384666;C1398312;C1510497;C1691215;C1832603;C1835807;C1837760;C1839764;C1842366;C1842820;C1843367;C1844508;C1846464;C1848490;C1849367;C1850049;C1850327;C1850530;C1851854;C1852464;C1853237;C1853487;C1853738;C1855670;C1855728;C1856119;C1857130;C1857627;C1858539;C1859778;C1860164;C1861403;C1862425;C1862939;C1864648;C1865027;C1865841;C1866134;C1866862;C1867131;C1867132;C1868571;C2051831;C2315100;C2674608;C2675540;C3275754;C3494422;C3714756;C4020691;C4020849;C4020876;C4020889;C4024221;C4025111;C4025806;C4025843;C4072873;C4073291;C4082243;C4280335;C4280395;C4280456;C4280457;C4280538;C4280554;C4280555;C4280613;C4280614;C4280617;C4280618;C4280640;C4280641;C4280642;C4280643
575,Human,P19838;P41279;Q8NFZ5,NFKB1;MAP3K8;TNIP2,C0001418;C0001973;C0002878;C0003466;C0006267;C0007621;C0007786;C0009375;C0009447;C0011860;C0018843;C0020500;C0021051;C0022661;C0023892;C0023895;C0024117;C0024312;C0029927;C0032285;C0034150;C0038002;C0086438;C0086565;C0151766;C0221356;C0235996;C0242584;C0271441;C0398650;C0438237;C0438717;C0497156;C0525045;C0741796;C0743359;C0877359;C0920163;C1842003;C1846546;C1848701;C1853193;C1861403;C1866862;C4048270;C4072823;C4072824;C0007120;C0023893;C0024121;C0151744;C4020899
577,Human,P04637;Q14192;Q9H2X6,TP53;FHL2;HIPK2,C0001418;C0001430;C0001618;C0001624;C0001969;C0001973;C0002736;C0004698;C0005695;C0007102;C0007114;C0007117;C0007131;C0007134;C0007137;C0007138;C0007194;C0007273;C0007621;C0007786;C0008031;C0009375;C0009404;C0010606;C0011303;C0011853;C0013990;C0014544;C0014859;C0016978;C0017638;C0018681;C0018923;C0020255;C0020538;C0021361;C0021364;C0022116;C0022593;C0022783;C0023434;C0023897;C0023903;C0023904;C0024117;C0024121;C0024299;C0024809;C0025202;C0026640;C0027051;C0027439;C0027497;C0027627;C0027708;C0027766;C0029463;C0030297;C0030353;C0030554;C0030849;C0032578;C0033578;C0033860;C0035335;C0036341;C0036572;C0036920;C0037286;C0038002;C0038356;C0040028;C0040100;C0040136;C0042065;C0042076;C0042487;C0042963;C0079772;C0079773;C0085136;C0085390;C0085669;C0149793;C0149925;C0151529;C0151942;C0152013;C0205770;C0206681;C0206686;C0206698;C0206726;C0262584;C0267812;C0279626;C0279628;C0279680;C0280631;C0311375;C0334588;C0345967;C0346647;C0376358;C0431109;C0524801;C0544886;C0677776;C0677886;C0678222;C0855742;C0917805;C1168401;C1261473;C1458155;C1835398;C1838578;C1842408;C1859972;C1860789;C1861901;C1862761;C1867955;C1961102;C2239176;C2609414;C2931038;C2931713;C2931822;C4020813;C4020899;C4021768;C4024989;C4025187;C4280572;C4280575;C0007193;C0018800;C0023467;C0023893;C1458155;C3715165;C3809288
585,Human,O95983;P41182;Q13547;Q14839;Q9BTC8,MBD3;BCL6;HDAC1;CHD4;MTA3,C0004352;C0015672;C0015967;C0024299;C0024301;C0024305;C0028081;C0038002;C0079772;C0334660;C0520743;C1262477;C1292754;C0007137;C0014175;C0018799;C0036341;C0340543;C0525045;C0014170;C0036341
587,Human,O95983;Q09028;Q13330;Q13547;Q14839;Q16576;Q92769,MBD3;RBBP4;MTA1;HDAC1;CHD4;RBBP7;HDAC2,C0004352;C0014175;C0007137;C0014175;C0018799;C0036341;C0340543;C0525045;C0014170;C0036341;C0001973;C0007137;C0011570;C0014175;C0018800;C0023470;C0024117;C0025202;C0033975;C0036341;C0349204;C0525045;C0920269
591,Human,O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3,SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130,C0007137;C0014175;C0018799;C0036341;C0340543;C0525045;C0010606;C0001973;C0007137;C0011570;C0014175;C0018800;C0023470;C0024117;C0025202;C0033975;C0036341;C0349204;C0525045;C0920269;C0001807;C0003079;C0003706;C0004352;C0010417;C0011053;C0013336;C0014306;C0015934;C0018772;C0019294;C0020224;C0020255;C0020490;C0020534;C0020619;C0021051;C0021296;C0021828;C0023012;C0024032;C0025362;C0025958;C0026010;C0026034;C0026827;C0028738;C0028754;C0037317;C0037932;C0038379;C0086437;C0151686;C0152421;C0175754;C0221263;C0221357;C0233715;C0235833;C0235991;C0239676;C0239998;C0240063;C0240379;C0240635;C0240701;C0241210;C0265610;C0265660;C0265974;C0266435;C0266589;C0277873;C0339789;C0349588;C0376634;C0423109;C0423110;C0423224;C0423903;C0424295;C0424323;C0424688;C0424731;C0426414;C0426421;C0431369;C0431890;C0454644;C0456070;C0554972;C0557874;C0578038;C0678230;C0700208;C0878787;C0917816;C1142533;C1263846;C1306710;C1384666;C1386048;C1457883;C1510586;C1691215;C1832446;C1834055;C1835581;C1836047;C1836189;C1836550;C1836830;C1837385;C1837404;C1837463;C1837514;C1839039;C1839546;C1839739;C1839764;C1840077;C1843108;C1843367;C1844562;C1844809;C1844813;C1845447;C1846460;C1848570;C1849121;C1849367;C1850189;C1850493;C1850667;C1853237;C1854113;C1854114;C1855009;C1855019;C1855062;C1855996;C1857121;C1859678;C1860838;C1862095;C1864897;C1865014;C1865572;C1866210;C1868571;C2053437;C2674608;C2677762;C3150674;C3276036;C3552463;C3553764;C3697269;C3714756;C3714796;C4020849;C4020875;C4020876;C4020892;C4021029;C4021776;C4021797;C4025697;C4049796;C4230640;C4280304;C4280625;C4280808
592,Human,O75446;Q09028;Q13547;Q16576;Q4LE39;Q92769;Q96ST3;Q9H0E3;Q9H7L9,SAP30;RBBP4;HDAC1;RBBP7;ARID4B;HDAC2;SIN3A;SAP130;SUDS3,C0007137;C0014175;C0018799;C0036341;C0340543;C0525045;C0010606;C0001973;C0007137;C0011570;C0014175;C0018800;C0023470;C0024117;C0025202;C0033975;C0036341;C0349204;C0525045;C0920269;C0001807;C0003079;C0003706;C0004352;C0010417;C0011053;C0013336;C0014306;C0015934;C0018772;C0019294;C0020224;C0020255;C0020490;C0020534;C0020619;C0021051;C0021296;C0021828;C0023012;C0024032;C0025362;C0025958;C0026010;C0026034;C0026827;C0028738;C0028754;C0037317;C0037932;C0038379;C0086437;C0151686;C0152421;C0175754;C0221263;C0221357;C0233715;C0235833;C0235991;C0239676;C0239998;C0240063;C0240379;C0240635;C0240701;C0241210;C0265610;C0265660;C0265974;C0266435;C0266589;C0277873;C0339789;C0349588;C0376634;C0423109;C0423110;C0423224;C0423903;C0424295;C0424323;C0424688;C0424731;C0426414;C0426421;C0431369;C0431890;C0454644;C0456070;C0554972;C0557874;C0578038;C0678230;C0700208;C0878787;C0917816;C1142533;C1263846;C1306710;C1384666;C1386048;C1457883;C1510586;C1691215;C1832446;C1834055;C1835581;C1836047;C1836189;C1836550;C1836830;C1837385;C1837404;C1837463;C1837514;C1839039;C1839546;C1839739;C1839764;C1840077;C1843108;C1843367;C1844562;C1844809;C1844813;C1845447;C1846460;C1848570;C1849121;C1849367;C1850189;C1850493;C1850667;C1853237;C1854113;C1854114;C1855009;C1855019;C1855062;C1855996;C1857121;C1859678;C1860838;C1862095;C1864897;C1865014;C1865572;C1866210;C1868571;C2053437;C2674608;C2677762;C3150674;C3276036;C3552463;C3553764;C3697269;C3714756;C3714796;C4020849;C4020875;C4020876;C4020892;C4021029;C4021776;C4021797;C4025697;C4049796;C4230640;C4280304;C4280625;C4280808
595,Human,Q8N608;Q9NZV8,DPP10;KCND2,C0023903;C0032927;C1510586
605,Human,O14925;O43615;Q99595,TIMM23;TIMM44;TIMM17A,
610,Human,Q7Z3B3;Q8N5Y2;Q9H7Z6;Q9HCI7,KANSL1;MSL3;KAT8;MSL2,C0010606;C0026827;C0376634;C1860789;C1864871;C2931713;C3714756;C0036341
612,Human,P0CG13;Q8WVB6;Q9BVC3,CHTF8;CHTF18;DSCC1,
613,Human,P0CG13;P40938;Q8WVB6;Q9BVC3,CHTF8;RFC3;CHTF18;DSCC1,
