ComplexID,Organism,subunits(UniProt IDs),subunits(Gene name)
6254,Human,P04921;P11171;Q00013,GYPC;EPB41;MPP1
6255,Human,Q16891;Q5TGZ0;Q5XKP0;Q6UXV4;Q9BRQ6;Q9BUR5;Q9NX63,IMMT;MICOS10;MICOS13;APOOL;CHCHD6;APOO;CHCHD3
6257,Human,Q68DC2;Q7Z494;Q86SG6;Q9Y283,ANKS6;NPHP3;NEK8;INVS
6259,Human,O75445;Q8WXG9;Q9H5P4;Q9P202,USH2A;ADGRV1;PDZD7;WHRN
6260,Human,O14910;Q12959;Q5T2T1,LIN7A;DLG1;MPP7
6261,Human,P49736;P62805;P68431;Q9Y294,MCM2;H4C1; H4C2; H4C3; H4C4; H4C5; H4C6; H4C8; H4C9; H4C11; H4C12; H4C13; H4C14; H4C15; H4-16;H3C1; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8; H3C10; H3C11; H3C12;ASF1A
6263,Human,Q12959;Q5T2T1;Q9NUP9,DLG1;MPP7;LIN7C
6264,Human,O60504;P35222;Q8TDM6,SORBS3;CTNNB1;DLG5
6266,Human,Q13618;Q96J92;Q9UH77,CUL3;WNK4;KLHL3
6267,Human,Q13618;Q9UH77,CUL3;KLHL3
6268,Human,Q15369;Q15370;Q93034;Q96DX5,ELOC;ELOB;CUL5;ASB9
6269,Human,O00548;P19022;P35222,DLL1;CDH2;CTNNB1
6274,Human,P06865;P07686,HEXA;HEXB
6275,Human,P07686,HEXB
6277,Human,O60673;Q9UBT6;Q9UBZ9;Q9UI95,REV3L;POLK;REV1;MAD2L2
6280,Human,Q15843;Q8TAT6;Q92890;Q9Y5A7,NEDD8;NPLOC4;UFD1;NUB1
6282,Human,O00165;P31749;Q14247;Q14344,HAX1;AKT1;CTTN;GNA13
6283,Human,O15304;O43318;P98170,SIVA1;MAP3K7;XIAP
6287,Human,P11166;P35612;Q08495,SLC2A1;ADD2;DMTN
6289,Human,O00165;P05141;P35232;P45880;Q99623,HAX1;SLC25A5;PHB1;VDAC2;PHB2
6290,Human,O95071;Q16531;Q92630;Q9Y4B6,UBR5;DDB1;DYRK2;DCAF1
6291,Human,Q13619;Q16531;Q9NX09;Q9Y297,CUL4A;DDB1;DDIT4;BTRC
6292,Human,O00165;P98170,HAX1;XIAP
6293,Human,O94850;Q86UL8;Q96B97,DDN;MAGI2;SH3KBP1
6294,Human,Q05513;Q08345;Q8IX03,PRKCZ;DDR1;WWC1
6295,Human,P15391;P20023,CD19;CR2
6296,Human,Q9NQC7;Q9UM82,CYLD;SPATA2
6297,Human,P04275;P07359,VWF;GP1BA
6299,Human,P19419;P28324;Q01543;Q16198,ELK1;ELK4;FLI1;EWS-Fli1
6300,Human,P04637;P06493;P38936,TP53;CDK1;CDKN1A
6301,Human,Q52LJ0;Q92499;Q9BVC5;Q9Y224;Q9Y3I0,FAM98B;DDX1;C2orf49;RTRAF;RTCB
6302,Human,O00159;O60264;O75533;P35659;Q03468;Q9BQG0;Q9C093;Q9NR30;Q9UIG0,MYO1C;SMARCA5;SF3B1;DEK;ERCC6;MYBBP1A;SPEF2;DDX21;BAZ1B
6303,Human,O60216;Q14683;Q96FC9;Q9UQE7,RAD21;SMC1A;DDX11;SMC3
6304,Human,O75717;P12004;Q5FWF5;Q8WVB6;Q96FC9;Q9BVC3,WDHD1;PCNA;ESCO1;CHTF18;DDX11;DSCC1
6306,Human,O00541;Q14137;Q96GQ7;Q9GZL7,PES1;BOP1;DDX27;WDR12
6307,Human,P51159;Q07866;Q4VX76,RAB27A;KLC1;SYTL3
6308,Human,Q12849;Q7L2E3;Q7L8L6;Q9NUL7;Q9NYY8,GRSF1;DHX30;FASTKD5;DDX28;FASTKD2
6310,Human,O75398;P12956;P13010,DEAF1;XRCC6;XRCC5
6313,Human,Q8NEJ9;Q9BSC4;Q9NY61,NGDN;NOL10;AATF
6314,Human,Q6NUQ1;Q96EZ8,RINT1;MCRS1
6317,Human,P29466;P51878;Q9C000;Q9ULZ3,CASP1;CASP5;NLRP1;PYCARD
6321,Human,O14490;P78352;Q9BYB0,DLGAP1;DLG4;SHANK3
6323,Human,P29466;Q96P20;Q9ULZ3;Q9Y2G2,CASP1;NLRP3;PYCARD;CARD8
6324,Human,P29466;Q9NX02;Q9ULZ3;Q9Y2G2,CASP1;NLRP2;PYCARD;CARD8
6332,Human,O95163;Q0PNE2;Q6IA86;Q8TE02;Q96EB1;Q9H9T3,ELP1;ELP6;ELP2;ELP5;ELP4;ELP3
6333,Human,O60939;Q99250,SCN2B;SCN2A
6334,Human,P35222;P55196,CTNNB1;AFDN
6336,Human,P26358;P35222,DNMT1;CTNNB1
6337,Human,O60716;P35222;P55287;Q4VCS5,CTNND1;CTNNB1;CDH11;AMOT
6339,Human,O00512;P35222,BCL9;CTNNB1
6340,Human,O14686;Q15291;Q6ZW49;Q99697;Q9UBL3,KMT2D;RBBP5;PAXIP1;PITX2;ASH2L
6341,Human,P49023;Q13153;Q14155;Q9Y2X7,PXN;PAK1;ARHGEF7;GIT1
6342,Human,O75161;Q6IE81,NPHP4;JADE1
6343,Human,O15169;P35222;P46937;Q8WTS6,AXIN1;CTNNB1;YAP1;SETD7
6344,Human,O14920;O15111;O43318;P01375;P19438;Q12933;Q13489;Q13546;Q15025;Q15628;Q15750;Q96EP0;Q9BYM8;Q9NYJ8;Q9Y6K9,IKBKB;CHUK;MAP3K7;TNF;TNFRSF1A;TRAF2;BIRC3;RIPK1;TNIP1;TRADD;TAB1;RNF31;RBCK1;TAB2;IKBKG
6345,Human,P26358;Q13263;Q15047;Q9HCX3,DNMT1;TRIM28;SETDB1;ZNF304
6347,Human,P01375;P19438;Q12933;Q13546;Q15628,TNF;TNFRSF1A;TRAF2;RIPK1;TRADD
6351,Human,Q07157;Q13835,TJP1;PKP1
6352,Human,O15169;P49841;Q08050,AXIN1;GSK3B;FOXM1
6354,Human,P35222;Q06945;Q09472,CTNNB1;SOX4;EP300
6355,Human,Q13255,GRM1
6356,Human,Q14416,GRM2
6357,Human,Q14833,GRM4
6358,Human,Q14831,GRM7
6359,Human,O75330;P35222,HMMR;CTNNB1
6360,Human,O00222,GRM8
6362,Human,O00151;P12830;P35222,PDLIM1;CDH1;CTNNB1
6363,Human,Q14416;Q14833,GRM2;GRM4
6364,Human,P15884;P35222;Q9BRP0,TCF4;CTNNB1;OVOL2
6365,Human,P20073;P30626,ANXA7;SRI
6367,Human,Q14416;Q14831,GRM2;GRM7
6368,Human,O00222;Q14416,GRM8;GRM2
6369,Human,Q14832;Q14833,GRM3;GRM4
6370,Human,Q14831;Q14832,GRM7;GRM3
6371,Human,O00222;Q14832,GRM8;GRM3
6373,Human,Q13547;Q6PJG2;Q92769;Q9H147,HDAC1;MIDEAS;HDAC2;DNTTIP1
6374,Human,P62942;P63098;Q08209,FKBP1A;PPP3R1;PPP3CA
6375,Human,O75340;Q9UBV8,PDCD6;PEF1
6381,Human,O15259;O75161;P56945,NPHP1;NPHP4;BCAR1
6388,Human,Q8N3P4;Q8WUH2;Q96AX1;Q9H269;Q9H270;Q9P253,VPS8;TGFBRAP1;VPS33A;VPS16;VPS11;VPS18
6389,Human,P49754;Q96AX1;Q96JC1;Q9H269;Q9H270;Q9P253,VPS41;VPS33A;VPS39;VPS16;VPS11;VPS18
6390,Human,Q9H267;Q9H9C1,VPS33B;VIPAS39
6391,Human,P59768;P62873;Q96CX2,GNG2;GNB1;KCTD12
6392,Human,P59768;P62873;Q6ZWB6,GNG2;GNB1;KCTD8
6393,Human,P59768;P62873;Q68DU8,GNG2;GNB1;KCTD16
6394,Human,A5YKK6;O75175;Q9NZN8,CNOT1;CNOT3;CNOT2
6395,Human,A5YKK6;P26196;Q9NRA8,CNOT1;DDX6;EIF4ENIF1
6396,Human,P11142;P25685;Q13217,HSPA8;DNAJB1;DNAJC3
6402,Human,P07900;Q9BZQ4,HSP90AA1;NMNAT2
6403,Human,Q13043;Q9H4B6,STK4;SAV1
6404,Human,Q13188;Q9H4B6,STK3;SAV1
6405,Human,P00395;Q15526;Q9Y2R0,MT-CO1;SURF1;COA3
6410,Human,P00395;Q8N5G0,MT-CO1;SMIM20
6411,Human,P43355;Q9BZY9;Q9NXX6,MAGEA1;TRIM31;NSMCE4A
6412,Human,O14965;Q9UBN7,AURKA;HDAC6
6413,Human,P01127;P09619,PDGFB;PDGFRB
6415,Human,P78537;Q9NUP1;Q9UL45,BLOC1S1;BLOC1S4;BLOC1S6
6416,Human,O95295;Q6QNY1;Q96EV8,SNAPIN;BLOC1S2;DTNBP1
6417,Human,P02671;P02675;P02679,FGA;FGB;FGG
6418,Human,P02745;P02746;P02747,C1QA;C1QB;C1QC
6421,Human,Q13547;Q92769;Q9H0D2;Q9H147,HDAC1;HDAC2;ZNF541;DNTTIP1
6422,Human,Q15047;Q9Y6K1,SETDB1;DNMT3A
6423,Human,Q15047;Q9UBC3,SETDB1;DNMT3B
6426,Human,P16220;P18848,CREB1;ATF4
6428,Human,Q8WXF7-1,ATL1
6429,Human,Q8WXF7;Q9H902;Q9UBP0,ATL1;REEP1;SPAST
6430,Human,Q8NHH9;Q9H902,ATL2;REEP1
6431,Human,Q6DD88;Q9H902,ATL3;REEP1
6432,Human,O15273;Q8WZ42,TCAP;TTN
6434,Human,O43482;Q6P0N0;Q9NYP9,OIP5;MIS18BP1;MIS18A
6435,Human,O94927;Q68CZ6;Q7Z4H7;Q96CS2;Q99871;Q9BT25;Q9H6D7;Q9NVX0,HAUS5;HAUS3;HAUS6;HAUS1;HAUS7;HAUS8;HAUS4;HAUS2
6436,Human,P20648;P51164,ATP4A;ATP4B
6438,Human,P37088;P51168;P51170,SCNN1A;SCNN1B;SCNN1G
6439,Human,P51168;P51170;P51172,SCNN1B;SCNN1G;SCNN1D
6440,Human,P30926;Q15822,CHRNB4;CHRNA2
6441,Human,O75665;Q2KHM9;Q96NB1,OFD1;KIAA0753;CEP20
6443,Human,O75182;Q13547;Q8N9N5;Q96ST3,SIN3B;HDAC1;BANP;SIN3A
6444,Human,O75182;P28749;Q08999;Q13547;Q8N9N5;Q96ST3,SIN3B;RBL1;RBL2;HDAC1;BANP;SIN3A
6445,Human,O14925;Q3ZCQ8,TIMM23;TIMM50
6446,Human,P39687;Q01105-1;Q01105-2,ANP32A;SET;SET
6447,Human,O14925;P26439;Q3ZCQ8;Q9NS69,TIMM23;HSD3B2;TIMM50;TOMM22
6450,Human,P10275;Q5THR3;Q99497,AR;EFCAB6;PARK7
6451,Human,P10275;P20794;Q9Y6Q9,AR;MAK;NCOA3
6452,Human,O60220;Q9Y5L4,TIMM8A;TIMM13
6455,Human,P36404;Q9BTW9,ARL2;TBCD
6456,Human,O14925;Q99595,TIMM23;TIMM17A
6457,Human,P61964;Q03164;Q15291;Q9UBL3,WDR5;KMT2A;RBBP5;ASH2L
6458,Human,O14925;O60830,TIMM23;TIMM17B
6459,Human,Q5VIR6;Q8N1B4;Q96JG6;Q9UID3,VPS53;VPS52;VPS50;VPS51
6460,Human,O00255;O14686;O15294;O75475;P51610;P61964;Q15291;Q9C005;Q9UBL3;Q9Y5Z7,MEN1;KMT2D;OGT;PSIP1;HCFC1;WDR5;RBBP5;DPY30;ASH2L;HCFC2
6461,Human,O15550;P61964;Q14686;Q15291;Q6ZW49;Q8NEZ4;Q9BTK6;Q9C005;Q9UBL3,KDM6A;WDR5;NCOA6;RBBP5;PAXIP1;KMT2C;PAGR1;DPY30;ASH2L
6462,Human,O00255;O15294;P51610;P61964;Q03164;Q15291;Q9C005;Q9UBL3,MEN1;OGT;HCFC1;WDR5;KMT2A;RBBP5;DPY30;ASH2L
6463,Human,Q5VIR6;Q8N1B4;Q9P1Q0;Q9UID3,VPS53;VPS52;VPS54;VPS51
6466,Human,Q92982,NINJ1
6467,Human,O14686;O15550;P61964;Q14686;Q15291;Q6ZW49;Q9BTK6;Q9C005;Q9UBL3,KMT2D;KDM6A;WDR5;NCOA6;RBBP5;PAXIP1;PAGR1;DPY30;ASH2L
6468,Human,O43617;O75865;P0DI81;P48553;Q5T215;Q7Z392;Q86SZ2;Q8IUR0;Q8WVT3;Q96Q05;Q9UL33;Q9Y296;Q9Y2L5;Q9Y5R8,TRAPPC3;TRAPPC6A;TRAPPC2;TRAPPC10;TRAPPC3L;TRAPPC11;TRAPPC6B;TRAPPC5;TRAPPC12;TRAPPC9;TRAPPC2L;TRAPPC4;TRAPPC8;TRAPPC1
6469,Human,O15047;O15294;P51610;P61964;Q15291;Q6UXN9;Q9C005;Q9P0U4;Q9UBL3;Q9Y5Z7,SETD1A;OGT;HCFC1;WDR5;RBBP5;WDR82;DPY30;CXXC1;ASH2L;HCFC2
6470,Human,O15294;P51610;P61964;Q15291;Q6UXN9;Q8NFC6;Q96IK1;Q9C005;Q9P0U4;Q9UBL3;Q9UPS6;Q9Y5Z7,OGT;HCFC1;WDR5;RBBP5;WDR82;BOD1L1;BOD1;DPY30;CXXC1;ASH2L;SETD1B;HCFC2
6472,Human,P10415;Q14457;Q8NEB9;Q99570;Q9P2Y5,BCL2;BECN1;PIK3C3;PIK3R4;UVRAG
6473,Human,Q8IYU8;Q8NE86;Q9BPX6;Q9H4I9;Q9NWR8,MICU2;MCU;MICU1;SMDT1;MCUB
6474,Human,O60494;Q9BXJ7,CUBN;AMN
6476,Human,O75477;O94905;Q96K19,ERLIN1;ERLIN2;RNF170
6477,Human,O60315;O60341,ZEB2;KDM1A
6479,Human,O60494;P27352,CUBN;CBLIF
6481,Human,A8K0Z3;Q12768;Q2M389;Q9Y3C0;Q9Y4E1,WASH1;WASHC5;WASHC4;WASHC3;WASHC2C
6482,Human,P61201;Q13098;Q13620;Q16531;Q9NZJ0,COPS2;GPS1;CUL4B;DDB1;DTL
6483,Human,P47756;P52907,CAPZB;CAPZA1
6484,Human,A8K0Z3;P47756;P52907;Q12768;Q2M389;Q9Y3C0;Q9Y4E1,WASH1;CAPZB;CAPZA1;WASHC5;WASHC4;WASHC3;WASHC2C
6485,Human,P40337;Q15369;Q15370;Q16665,VHL;ELOC;ELOB;HIF1A
6486,Human,Q13619;Q16531;Q9NZJ0,CUL4A;DDB1;DTL
6487,Human,Q04725;Q13620;Q16531,TLE2;CUL4B;DDB1
6488,Human,O75530;Q13619;Q16531,EED;CUL4A;DDB1
6489,Human,P61964;Q13619;Q16531,WDR5;CUL4A;DDB1
6490,Human,Q13620;Q16531;Q9H7D7,CUL4B;DDB1;WDR26
6491,Human,Q13619;Q15291;Q16531,CUL4A;RBBP5;DDB1
6492,Human,Q13619;Q16531;Q86VZ2,CUL4A;DDB1;WDR5B
6493,Human,Q13619;Q16531;Q96DI7,CUL4A;DDB1;SNRNP40
6494,Human,Q13619;Q16531;Q9GZS3,CUL4A;DDB1;WDR61
6495,Human,Q13620;Q16531;Q9BQ67,CUL4B;DDB1;GRWD1
6496,Human,Q15388;Q9NS69,TOMM20;TOMM22
6497,Human,O94826;O96008;Q15388;Q8N4H5;Q96B49;Q9NS69;Q9P0U1,TOMM70;TOMM40;TOMM20;TOMM5;TOMM6;TOMM22;TOMM7
6498,Human,O96008;Q9NS69;Q9P0U1,TOMM40;TOMM22;TOMM7
6499,Human,Q07889;Q12929;Q8IZP0,SOS1;EPS8;ABI1
6501,Human,Q07889;Q8IZP0;Q8TE68,SOS1;ABI1;EPS8L1
6502,Human,P03372;Q09472;Q15788,ESR1;EP300;NCOA1
6503,Human,Q07889;Q8IZP0;Q9H6S3,SOS1;ABI1;EPS8L2
6504,Human,Q07889;Q8IZP0;Q8TE67,SOS1;ABI1;EPS8L3
6505,Human,P21860;P32004,ERBB3;L1CAM
6506,Human,P04626;P32004,ERBB2;L1CAM
6507,Human,P16615;P26678,ATP2A2;PLN
6509,Human,P08670;P27361;P52292,VIM;MAPK3;KPNA2
6510,Human,P16615;P26678;Q13418,ATP2A2;PLN;ILK
6512,Human,P07900;Q13418;Q16543,HSP90AA1;ILK;CDC37
6513,Human,Q15796;Q9Y2U8,SMAD2;LEMD3
6514,Human,O00631;O14983,SLN;ATP2A1
6515,Human,O00631;O14983;P26678,SLN;ATP2A1;PLN
6516,Human,O00631;P16615;P26678,SLN;ATP2A2;PLN
6517,Human,P0DP23;P16615;P52294;Q9UQM7,CALM1;ATP2A2;KPNA1;CAMK2A
6518,Human,Q6IQ55;Q9UPV0,TTBK2;CEP164
6519,Human,Q53HC0;Q9UPV0,CCDC92;CEP164
6520,Human,Q495M9;Q9Y6N9,USH1G;USH1C
6521,Human,O60346;O94782;P31749;Q6ZVD8;Q8TAF3;Q9BXW9;Q9NVI1,PHLPP1;USP1;AKT1;PHLPP2;WDR48;FANCD2;FANCI
6522,Human,Q9H251;Q9Y6N9,CDH23;USH1C
6523,Human,P55072;Q92575;Q9UMX0,VCP;UBXN4;UBQLN1
6524,Human,P10071;Q86YF9,GLI3;DZIP1
6525,Human,Q5T4F4;Q8WXF7,ZFYVE27;ATL1
6526,Human,Q12840;Q5T4F4,KIF5A;ZFYVE27
6527,Human,Q8IZJ1;Q9HAR2;Q9NZU0,UNC5B;ADGRL3;FLRT3
6528,Human,Q6UXZ4;Q9HAR2;Q9NZU0,UNC5D;ADGRL3;FLRT3
6529,Human,Q9HAR2;Q9NZU0,ADGRL3;FLRT3
6530,Human,Q13402;Q9H5P4,MYO7A;PDZD7
6531,Human,Q86YF9;Q9UPV0,DZIP1;CEP164
6532,Human,P49815;Q15751,TSC2;HERC1
6533,Human,Q13099;Q86YF9,IFT88;DZIP1
6534,Human,Q5T4F4;Q9H902,ZFYVE27;REEP1
6536,Human,Q00765;Q5T4F4,REEP5;ZFYVE27
6538,Human,Q5T4F4;Q9P0L0,ZFYVE27;VAPA
6540,Human,P07203;Q13228,GPX1;SELENBP1
6545,Human,Q9UHG0;Q9UQF2,DCDC2;MAPK8IP1
6550,Human,Q04724;Q13619;Q16531,TLE1;CUL4A;DDB1
6552,Human,P33176;Q5T4F4,KIF5B;ZFYVE27
6553,Human,Q04726;Q13620;Q16531,TLE3;CUL4B;DDB1
6554,Human,O60282;Q5T4F4,KIF5C;ZFYVE27
6559,Human,Q12840;Q15907;Q5T4F4,KIF5A;RAB11B;ZFYVE27
6561,Human,P62491;Q5T4F4,RAB11A;ZFYVE27
6562,Human,Q15907;Q5T4F4,RAB11B;ZFYVE27
6563,Human,O15260;Q5T4F4,SURF4;ZFYVE27
6565,Human,O95197;Q5T4F4,RTN3;ZFYVE27
6566,Human,O95292;Q5T4F4,VAPB;ZFYVE27
6567,Human,Q6NSJ5;Q6P9F7;Q7L1W4;Q8IWT6;Q8TDW0,LRRC8E;LRRC8B;LRRC8D;LRRC8A;LRRC8C
6568,Human,O75147;Q14999;Q9H0W5,OBSL1;CUL7;CCDC8
6569,Human,Q5T4F4;Q9UBP0,ZFYVE27;SPAST
6571,Human,P15382;Q12809,KCNE1;KCNH2
6577,Human,O75147;P04637;P62877;Q14999;Q8IWT3;Q8N3Y1;Q9H0W5,OBSL1;TP53;RBX1;CUL7;CUL9;FBXW8;CCDC8
6578,Human,Q12809;Q9Y6J6,KCNH2;KCNE2
6579,Human,P22415;Q15853,USF1;USF2
6581,Human,Q8IWT6;Q8TDW0,LRRC8A;LRRC8C
6582,Human,Q7L1W4;Q8IWT6,LRRC8D;LRRC8A
6583,Human,Q6NSJ5;Q8IWT6,LRRC8E;LRRC8A
6584,Human,Q9GZZ6;Q9UGM1,CHRNA10;CHRNA9
6585,Human,Q7Z4L5;Q8NEZ3;Q96RY7;Q9HBG6;Q9P2L0,TTC21B;WDR19;IFT140;IFT122;WDR35
6586,Human,P33151;P35916;P35968,CDH5;FLT4;KDR
6587,Human,O75955;P22681;Q9BX66,FLOT1;CBL;SORBS1
6588,Human,Q01094;Q14186,E2F1;TFDP1
6589,Human,P24941;P78396;Q01094;Q14186,CDK2;CCNA1;E2F1;TFDP1
6590,Human,O43524;Q92793,FOXO3;CREBBP
6591,Human,P07900;Q15185,HSP90AA1;PTGES3
6592,Human,P00519;P56945;Q8IZP0,ABL1;BCAR1;ABI1
6594,Human,O15078;O43303,CEP290;CCP110
6597,Human,O15078;Q15051,CEP290;IQCB1
6598,Human,O15078;Q9P2K1,CEP290;CC2D2A
6599,Human,O60716;Q9BZE0,CTNND1;GLIS2
6600,Human,O15259;P98161,NPHP1;PKD1
6601,Human,P98161;Q8N3I7;Q8NFJ9;Q8TAM2;Q96RK4,PKD1;BBS5;BBS1;TTC8;BBS4
6602,Human,O43299;Q2VPB7;Q68DK2;Q96JI7;Q9H0R1;Q9NUS5,AP5Z1;AP5B1;ZFYVE26;SPG11;AP5M1;AP5S1
6603,Human,O75147;Q14999;Q9H0W5;Q9H9E1,OBSL1;CUL7;CCDC8;ANKRA2
6609,Human,Q5T4F4;Q8NHH9,ZFYVE27;ATL2
6611,Human,Q15223;Q5EBL8,NECTIN1;PDZD11
6612,Human,Q5EBL8;Q9NQS3,PDZD11;NECTIN3
6613,Human,Q5T4F4;Q6DD88,ZFYVE27;ATL3
6615,Human,O75298;Q9UBP0,RTN2;SPAST
6616,Human,Q13368;Q9BY67;Q9Y2J2,MPP3;CADM1;EPB41L3
6617,Human,P35240;Q8IX03,NF2;WWC1
6618,Human,P02730;Q12955;Q9H310,SLC4A1;ANK3;RHBG
6619,Human,P26572;Q9Y2D2,MGAT1;SLC35A3
6620,Human,P26572;P78381-2,MGAT1;SLC35A2
6621,Human,P51955;Q13188;Q9H4B6,NEK2;STK3;SAV1
6622,Human,Q10469;Q9Y2D2,MGAT2;SLC35A3
6623,Human,P78381-2;Q10469,SLC35A2;MGAT2
6624,Human,Q9UQ53;Q9Y2D2,MGAT4B;SLC35A3
6625,Human,P78381-1;Q9UQ53,SLC35A2;MGAT4B
6626,Human,O43299;Q2VPB7;Q9H0R1;Q9NUS5,AP5Z1;AP5B1;AP5M1;AP5S1
6628,Human,P78381-2;Q9UQ53,SLC35A2;MGAT4B
6629,Human,Q09328;Q9Y2D2,MGAT5;SLC35A3
6630,Human,P78381-2;Q09328,SLC35A2;MGAT5
6634,Human,O75317;Q8TAF3;Q8TBZ3,USP12;WDR48;WDR20
6635,Human,P62068;Q8TAF3;Q8TBZ3,USP46;WDR48;WDR20
6636,Human,O75317;Q8TAF3,USP12;WDR48
6637,Human,P62068;Q8TAF3,USP46;WDR48
6639,Human,A8K0Z3;O60826;Q567U6;Q7Z3J2;Q7Z4G1;Q86VX2;Q86X83;Q8N668;Q9GZQ3;Q9H0A8;Q9NX08;Q9P000;Q9UBI1;Q9Y4E1;Q9Y6G5,WASH1;CCDC22;CCDC93;VPS35L;COMMD6;COMMD7;COMMD2;COMMD1;COMMD5;COMMD4;COMMD8;COMMD9;COMMD3;WASHC2C;COMMD10
6640,Human,P0DP23;P46020;Q16816;Q93100,CALM1;PHKA1;PHKG1;PHKB
6641,Human,O75528;Q12962;Q14CW9;Q86TJ2;Q92830;Q9HBM6;Q9UPT9;Q9Y4A5,TADA3;TAF10;ATXN7L3;TADA2B;KAT2A;TAF9B;USP22;TRRAP
6642,Human,P11926;P24385;P54368,ODC1;CCND1;OAZ1
6643,Human,O75486;O75528;O75529;O94864;P00813;Q12962;Q14CW9;Q16514;Q16594;Q5T6C5;Q86TJ2;Q8NEM7;Q92830;Q96ES7;Q9HBM6;Q9ULK2;Q9UPT9;Q9Y4A5;Q9Y6J9,SUPT3H;TADA3;TAF5L;SUPT7L;ADA;TAF10;ATXN7L3;TAF12;TAF9;ATXN7L2;TADA2B;SUPT20H;KAT2A;SGF29;TAF9B;ATXN7L1;USP22;TRRAP;TAF6L
6644,Human,O60826;Q13617;Q8N668,CCDC22;CUL2;COMMD1
6645,Human,O60826;Q567U6;Q7Z3J2;Q7Z4G1;Q86VX2;Q86X83;Q8N668;Q9GZQ3;Q9H0A8;Q9NX08;Q9P000;Q9UBI1;Q9Y6G5,CCDC22;CCDC93;VPS35L;COMMD6;COMMD7;COMMD2;COMMD1;COMMD5;COMMD4;COMMD8;COMMD9;COMMD3;COMMD10
6646,Human,Q13485;Q15796;Q9GZV5,SMAD4;SMAD2;WWTR1
6647,Human,Q96RN5;Q9GZV5,MED15;WWTR1
6648,Human,Q6PIL6-4;Q9UK17,KCNIP4;KCND3
6649,Human,P84022;Q13485;Q9GZV5,SMAD3;SMAD4;WWTR1
6650,Human,Q6PIL6;Q9UK17,KCNIP4;KCND3
6651,Human,P46937;Q9GZV5,YAP1;WWTR1
6652,Human,Q9GZV5,WWTR1
6653,Human,Q09472;Q92831;Q99593;Q9GZV5,EP300;KAT2B;TBX5;WWTR1
6654,Human,O60706;Q14654,ABCC9;KCNJ11
6655,Human,P35222;P46937;Q99593,CTNNB1;YAP1;TBX5
6657,Human,O75478;O75528;P61964;Q01658;Q8IYH5;Q92830;Q96ES7;Q9H8E8;Q9NS73;Q9ULM3,TADA2A;TADA3;WDR5;DR1;ZZZ3;KAT2A;SGF29;KAT14;MBIP;YEATS2
6658,Human,O60826;Q13616;Q9NX08,CCDC22;CUL1;COMMD8
6659,Human,O60826;Q13618;Q9NX08,CCDC22;CUL3;COMMD8
6660,Human,O75161;O95835,NPHP4;LATS1
6661,Human,Q86SG6;Q9GZV5,NEK8;WWTR1
6664,Human,O15265;O75486;O75528;O75529;O94864;Q12962;Q14CW9;Q16514;Q16594;Q86TJ2;Q8NEM7;Q92830;Q96BN2;Q96ES7;Q9H0E3;Q9NPA8;Q9UPT9;Q9Y4A5;Q9Y6J9,ATXN7;SUPT3H;TADA3;TAF5L;SUPT7L;TAF10;ATXN7L3;TAF12;TAF9;TADA2B;SUPT20H;KAT2A;TADA1;SGF29;SAP130;ENY2;USP22;TRRAP;TAF6L
6665,Human,O43318;O75478;O75528;P61964;Q01658;Q14157;Q8IYH5;Q92830;Q96ES7;Q9H8E8;Q9NR33;Q9NRF9;Q9NS73;Q9ULM3,MAP3K7;TADA2A;TADA3;WDR5;DR1;UBAP2L;ZZZ3;KAT2A;SGF29;KAT14;POLE4;POLE3;MBIP;YEATS2
6668,Human,Q8NEA6;Q9UMX1,GLIS3;SUFU
6671,Human,O00203;P46934;P47756;P50570;P52907;Q00610;Q12768;Q2M389;Q5T1M5;Q641Q2;Q92888;Q92974;Q96N67;Q9BTU6,AP3B1;NEDD4;CAPZB;DNM2;CAPZA1;CLTC;WASHC5;WASHC4;FKBP15;WASHC2A;ARHGEF1;ARHGEF2;DOCK7;PI4K2A
6675,Human,Q06830;Q9BTU6,PRDX1;PI4K2A
6676,Human,P27348;Q9GZV5,YWHAQ;WWTR1
6680,Human,P35222;Q9BZE0,CTNNB1;GLIS2
6681,Human,O14641;O75161;Q68CZ1;Q9Y283,DVL2;NPHP4;RPGRIP1L;INVS
6682,Human,Q5HYA8;Q9NXB0,TMEM67;MKS1
6683,Human,Q5HYA8;Q8WXH0,TMEM67;SYNE2
6684,Human,P01375;P20333;Q9NQH7-1,TNF;TNFRSF1B;XPNPEP3
6685,Human,P78552;Q8TDR0,IL13RA1;TRAF3IP1
6688,Human,Q13049;Q9BZE0,TRIM32;GLIS2
6689,Human,Q13049;Q96EV8,TRIM32;DTNBP1
6690,Human,P46934;Q9BTU6,NEDD4;PI4K2A
6691,Human,Q00610;Q9BTU6,CLTC;PI4K2A
6692,Human,Q9BTU6;Q9UL45,PI4K2A;BLOC1S6
6693,Human,O14640;Q9BTU6,DVL1;PI4K2A
6695,Human,Q6ZW61;Q9NPJ1,BBS12;MKKS
6699,Human,P51787,KCNQ1
6701,Human,O14640;O14986;Q9BTU6,DVL1;PIP5K1B;PI4K2A
6702,Human,O14745;P25025;Q01970,SLC9A3R1;CXCR2;PLCB3
6703,Human,P07437;Q71U36;Q9BTW9,TUBB;TUBA1A;TBCD
6704,Human,P51787;Q9Y6J6,KCNQ1;KCNE2
