Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,0.02279098,-0.030872049,0.18469004,-0.10442888,-0.0028160121,-0.077180386,-0.12621924,0.038054895,-0.008888398,-0.025512924,0.22723515,-0.009241716,-0.17779045,0.014002695,-0.17693341,-0.0908357,-0.078512736,-0.0024044293,-0.16770789,0.06503046,0.16505899,-0.07260698,0.18553102,-0.03423301,-0.105561145,0.17283638,-0.21177873,-0.0021592837,-0.09107585,-0.07669951,-0.17928194,0.048789833,-0.0516337,0.049133852,0.12785015,-0.002266187,0.22569428,0.06827312,0.13596098,0.057585377,-0.061913922,0.13206765,-0.09629735,-0.116007224,0.027407972,-0.017491916,0.08498685,-0.023620596,-0.080191374,0.0074641434,0.011638385,0.025576202,0.010624718,0.09898413,0.16829255,0.07707949,0.20875387,-0.1087388,-0.02340895,0.018882055,0.06433015,-0.16710395,0.057589747,0.012310053,0.017781042,0.10175777,0.22307242,0.10509544,-0.09603574,-0.03336715,-0.009664575,-0.05921935,0.035182517,-0.13890457,-0.022320654,0.02219299,0.12160037,0.0025983213,-0.04958631,-0.04182008,-0.036191627,-0.020054998,0.078046374,0.05449739,-0.117003895,0.0145525765,0.099881954,0.052426092,-0.011929141,0.16903293,-0.05483905,-0.037486337,-0.106868416,-0.11983059,0.11360106,-0.08986044,-0.2594094,-0.14284697,0.05194746,-0.010546679,-0.20200148,0.03560848,0.080281444,0.071580134,0.16705243,-0.037646204,-0.006887447,-0.16149609,-0.026808599,-0.19546247,-0.090726495,-0.03649538,0.003674146,-0.13260308,0.09939585,0.09096439,-0.0649377,0.13551265,0.06256577,0.055888146,0.007892287,-0.05603057,0.037285108,-0.008180928,-0.037503414,-0.008058328,-0.09162943,0.07022041,-0.022167787,0.06788096,0.14654508,0.04410481,-0.09543493,-0.12420038,0.09983288,0.11363635,0.019068846,0.023402326,0.16430323,0.07588421,0.033522476,-0.005215674,-0.13629676,-0.020963624,-0.0026035383,0.086717434,-0.021726336,-0.10609105,0.08517247,0.06631798,0.14148591,-0.085616745,0.059141364,0.0011223406,-0.018291024,0.1374764,0.015657367,0.025995245,-0.07928178,0.066415064,0.008415757,-0.039123997,-0.06780867,-0.06840374,0.11286523,-0.0046107946,0.076382406,-0.1021407,-0.019807732,0.112979874,-0.120605096,-0.12777889,0.05281401,0.060781714,-0.08146622,0.026987283,-0.02129473,0.06449502,-0.0282739,0.007460633,-0.1314267,0.045345873,0.12957758,-0.105803035,0.055312004,-0.08563197,-0.033929106,-0.0061161527,0.011123808,-0.04333809,-0.029236624,-0.08938153,0.006952469,-0.05326248,-0.03511166,0.07931537,0.0258529,-0.0016158284,-0.040429708,0.12440359,-0.013073376,-0.058581974,-0.02451146,-0.007939699,0.14661819,0.06398077,-0.061311364,-0.05844857,-0.08954699,0.087874755,0.006678495,0.036978234,0.03610562,0.026434962,0.1318501,-0.10557495,0.020525578,0.1624488,-0.06696252,-0.048373185,-0.03561263,-0.045436148,0.05568117,-0.034715082,-0.008096493,-0.11515028,0.091020405,0.11299479,-0.14702244,0.0739847,0.10344343,-0.017307667,-0.00049503014,-0.083582856,-0.07367145,0.042768102,-0.031289384,-0.027188698,0.010144589,-0.08919631,-0.10860292,0.08532229,0.023508603,0.13598295,0.10432063,0.11678849,-0.022464251,-0.031800915,-0.0200742,-0.05360007,0.09481809,-0.12078601,-0.004012061,-0.048235673,-0.13666311,-0.015667938
